Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income
E01002307,Havering 003E,108.00 ,1202.00 
E01002280,Havering 004A,10.00 ,48.00 
E01002282,Havering 004B,12.00 ,60.00 
E01002284,Havering 004C,208.00 ,574.00 
E01002297,Havering 004D,30.00 ,117.00 
E01002314,Havering 004E,49.00 ,275.00 
E01002316,Havering 004F,30.00 ,35.00 
E01002302,Havering 005A,222.00 ,1877.00 
E01002305,Havering 005B,169.00 ,1676.00 
E01002308,Havering 005C,103.00 ,1225.00 
E01002326,Havering 005D,92.00 ,1274.00 
E01002331,Havering 005E,37.00 ,1645.00 
E01002309,Havering 006A,222.00 ,983.00 
E01002310,Havering 006B,123.00 ,267.00 
E01002311,Havering 006C,37.00 ,724.00 
E01002315,Havering 006D,60.00 ,714.00 
E01002293,Havering 007A,1090.00 ,2357.00 
E01002294,Havering 007B,762.00 ,3154.00 
E01002296,Havering 007C,883.00 ,2587.00 
E01002298,Havering 007D,680.00 ,2371.00 
E01002300,Havering 007E,1106.00 ,2301.00 
E01002333,Havering 008A,65.00 ,2657.00 
E01002334,Havering 008B,806.00 ,3476.00 
E01002336,Havering 008C,174.00 ,2433.00 
E01002339,Havering 008D,1053.00 ,3643.00 
E01002341,Havering 008E,200.00 ,2672.00 
E01002327,Havering 009A,169.00 ,1833.00 
E01002328,Havering 009B,489.00 ,2264.00 
E01002332,Havering 009C,324.00 ,1796.00 
E01002335,Havering 009D,83.00 ,1381.00 
E01002338,Havering 009E,249.00 ,2680.00 
E01002340,Havering 009F,514.00 ,3088.00 
E01002268,Havering 010A,290.00 ,2873.00 
E01002269,Havering 010B,558.00 ,2852.00 
E01002295,Havering 010C,1072.00 ,2701.00 
E01002377,Havering 010D,604.00 ,2682.00 
E01002378,Havering 010E,443.00 ,2915.00 
E01002383,Havering 010F,1226.00 ,3417.00 
E01002244,Havering 011A,962.00 ,1693.00 
E01002245,Havering 011B,382.00 ,1481.00 
E01002325,Havering 011C,54.00 ,498.00 
E01002329,Havering 011D,408.00 ,2175.00 
E01002330,Havering 011E,680.00 ,1631.00 
E01002337,Havering 012A,988.00 ,3854.00 
E01002354,Havering 012B,1062.00 ,3797.00 
E01002376,Havering 012C,1276.00 ,4249.00 
E01002379,Havering 012D,1402.00 ,3472.00 
E01002380,Havering 012E,2223.00 ,2149.00 
E01002381,Havering 012F,721.00 ,2876.00 
E01002243,Havering 013A,1507.00 ,959.00 
E01002353,Havering 013B,2419.00 ,2796.00 
E01002356,Havering 013C,1786.00 ,567.00 
E01032741,Havering 013E,1040.00 ,1749.00 
E01032742,Havering 013F,875.00 ,2120.00 
E01002272,Havering 014A,402.00 ,3044.00 
E01002274,Havering 014B,901.00 ,3281.00 
E01002317,Havering 014C,806.00 ,3666.00 
E01002318,Havering 014D,584.00 ,2916.00 
E01002355,Havering 014E,730.00 ,3495.00 
E01002382,Havering 014F,1744.00 ,3327.00 
E01002270,Havering 015A,2335.00 ,4148.00 
E01002271,Havering 015B,1736.00 ,4444.00 
E01002273,Havering 015C,696.00 ,3917.00 
E01002275,Havering 015D,995.00 ,3912.00 
E01002319,Havering 016A,526.00 ,1673.00 
E01002350,Havering 016B,1040.00 ,1379.00 
E01002351,Havering 016C,1040.00 ,2072.00 
E01002352,Havering 016D,1367.00 ,2439.00 
E01002358,Havering 016E,1866.00 ,1934.00 
E01002246,Havering 017A,538.00 ,1904.00 
E01002247,Havering 017B,1141.00 ,1735.00 
E01002248,Havering 017C,132.00 ,1158.00 
E01002249,Havering 017D,2034.00 ,1947.00 
E01002250,Havering 017E,482.00 ,1819.00 
E01002251,Havering 017F,53.00 ,1000.00 
E01002252,Havering 018A,148.00 ,2792.00 
E01002256,Havering 018B,509.00 ,3168.00 
E01002258,Havering 018C,696.00 ,1670.00 
E01002259,Havering 018D,336.00 ,2919.00 
E01002391,Havering 018E,696.00 ,3364.00 
E01002253,Havering 019A,1331.00 ,4050.00 
E01002254,Havering 019B,1409.00 ,3979.00 
E01002257,Havering 019C,2440.00 ,4397.00 
E01002384,Havering 019D,1528.00 ,3740.00 
E01002359,Havering 020A,174.00 ,3329.00 
E01002360,Havering 020B,254.00 ,1916.00 
E01002361,Havering 020C,705.00 ,1480.00 
E01002363,Havering 020D,186.00 ,1302.00 
E01002367,Havering 020E,705.00 ,2945.00 
E01002320,Havering 021A,413.00 ,3162.00 
E01002321,Havering 021B,910.00 ,3240.00 
E01002322,Havering 021C,794.00 ,2715.00 
E01002323,Havering 021D,402.00 ,2628.00 
E01002324,Havering 021E,129.00 ,1626.00 
E01002255,Havering 022A,864.00 ,2774.00 
E01002289,Havering 022B,456.00 ,2955.00 
E01002292,Havering 022C,156.00 ,1454.00 
E01002362,Havering 022D,846.00 ,3353.00 
E01002386,Havering 022E,2467.00 ,3377.00 
E01002287,Havering 023A,271.00 ,2171.00 
E01002291,Havering 023B,883.00 ,2375.00 
E01002364,Havering 023C,423.00 ,2956.00 
E01002365,Havering 023D,174.00 ,1918.00 
E01002366,Havering 023E,183.00 ,2365.00 
E01002385,Havering 024A,1156.00 ,3734.00 
E01002387,Havering 024B,1682.00 ,4162.00 
E01002388,Havering 024C,2009.00 ,4205.00 
E01002389,Havering 024D,1463.00 ,4037.00 
E01002390,Havering 024E,1657.00 ,4323.00 
E01002265,Havering 025A,260.00 ,2559.00 
E01002285,Havering 025B,26.00 ,2638.00 
E01002286,Havering 025C,382.00 ,3089.00 
E01002288,Havering 025D,482.00 ,3387.00 
E01002290,Havering 025E,395.00 ,2378.00 
E01002260,Havering 026A,558.00 ,1829.00 
E01002261,Havering 026B,376.00 ,1668.00 
E01002262,Havering 026C,308.00 ,1528.00 
E01002263,Havering 026D,658.00 ,2845.00 
E01002264,Havering 026E,36.00 ,245.00 
E01002266,Havering 027A,25.00 ,1406.00 
E01002267,Havering 027B,44.00 ,823.00 
E01002372,Havering 027C,40.00 ,1754.00 
E01002373,Havering 027D,71.00 ,1577.00 
E01002374,Havering 027E,39.00 ,1373.00 
E01002368,Havering 028A,60.00 ,182.00 
E01002369,Havering 028B,395.00 ,1354.00 
E01002370,Havering 028C,254.00 ,708.00 
E01002371,Havering 028D,123.00 ,1431.00 
E01002375,Havering 028E,71.00 ,723.00 
E01002343,Havering 029A,96.00 ,2420.00 
E01002344,Havering 029B,194.00 ,1596.00 
E01002348,Havering 029C,103.00 ,1839.00 
E01002349,Havering 029D,40.00 ,2008.00 
E01002342,Havering 030A,99.00 ,806.00 
E01002345,Havering 030B,308.00 ,522.00 
E01002346,Havering 030C,54.00 ,1188.00 
E01002347,Havering 030D,99.00 ,1556.00 
E01002473,Hillingdon 001A,3484.00 ,4479.00 
E01002475,Hillingdon 001B,2508.00 ,3496.00 
E01002476,Hillingdon 001C,3927.00 ,4540.00 
E01002477,Hillingdon 001D,2768.00 ,4264.00 
E01002482,Hillingdon 001E,3670.00 ,4469.00 
E01002472,Hillingdon 002A,3261.00 ,3354.00 
E01002474,Hillingdon 002B,2837.00 ,3704.00 
E01002478,Hillingdon 002C,3403.00 ,3828.00 
E01002483,Hillingdon 002D,2837.00 ,3146.00 
E01002484,Hillingdon 002E,1768.00 ,2753.00 
E01002485,Hillingdon 002F,2635.00 ,2466.00 
E01002438,Hillingdon 003A,1166.00 ,3710.00 
E01002439,Hillingdon 003B,1528.00 ,2081.00 
E01002440,Hillingdon 003C,382.00 ,1787.00 
E01002441,Hillingdon 003D,1081.00 ,1971.00 
E01002442,Hillingdon 003E,465.00 ,1535.00 
E01002433,Hillingdon 004A,2814.00 ,3192.00 
E01002436,Hillingdon 004B,2099.00 ,3334.00 
E01002479,Hillingdon 004C,2055.00 ,2851.00 
E01002480,Hillingdon 004D,3178.00 ,4156.00 
E01002481,Hillingdon 004E,1831.00 ,2566.00 
E01002533,Hillingdon 005A,1012.00 ,2534.00 
E01002534,Hillingdon 005B,1775.00 ,3653.00 
E01002538,Hillingdon 005C,1622.00 ,2970.00 
E01002539,Hillingdon 005D,1819.00 ,3573.00 
E01002418,Hillingdon 006A,1648.00 ,3218.00 
E01002419,Hillingdon 006B,2286.00 ,3630.00 
E01002431,Hillingdon 006C,2623.00 ,4297.00 
E01002432,Hillingdon 006D,2734.00 ,3788.00 
E01002437,Hillingdon 006E,2467.00 ,4170.00 
E01002430,Hillingdon 007A,2713.00 ,4336.00 
E01002434,Hillingdon 007B,2034.00 ,4286.00 
E01002435,Hillingdon 007C,2313.00 ,4330.00 
E01002470,Hillingdon 007D,2260.00 ,3039.00 
E01002535,Hillingdon 007E,3475.00 ,3859.00 
E01002416,Hillingdon 008A,1226.00 ,3227.00 
E01002417,Hillingdon 008B,2559.00 ,3730.00 
E01002420,Hillingdon 008C,1648.00 ,3064.00 
E01002421,Hillingdon 008D,1693.00 ,3311.00 
E01002471,Hillingdon 008E,2430.00 ,3592.00 
E01002465,Hillingdon 009A,1558.00 ,2616.00 
E01002467,Hillingdon 009B,1243.00 ,3273.00 
E01002494,Hillingdon 009C,1693.00 ,2168.00 
E01002536,Hillingdon 009D,2078.00 ,3745.00 
E01002537,Hillingdon 009E,2027.00 ,3879.00 
E01002415,Hillingdon 010A,1419.00 ,3285.00 
E01002466,Hillingdon 010B,1378.00 ,3362.00 
E01002468,Hillingdon 010C,1550.00 ,3376.00 
E01002469,Hillingdon 010D,1446.00 ,3355.00 
E01002495,Hillingdon 010E,2910.00 ,3156.00 
E01002458,Hillingdon 011A,1925.00 ,4273.00 
E01002459,Hillingdon 011B,2381.00 ,4118.00 
E01002460,Hillingdon 011C,2066.00 ,3752.00 
E01002462,Hillingdon 011D,2197.00 ,4339.00 
E01002464,Hillingdon 011E,1925.00 ,3631.00 
E01002461,Hillingdon 013A,2419.00 ,4243.00 
E01002463,Hillingdon 013B,2147.00 ,4083.00 
E01002512,Hillingdon 013C,3225.00 ,4099.00 
E01002513,Hillingdon 013D,1849.00 ,3731.00 
E01002516,Hillingdon 013E,2440.00 ,4023.00 
E01002450,Hillingdon 014A,423.00 ,2537.00 
E01002451,Hillingdon 014B,1020.00 ,2921.00 
E01002452,Hillingdon 014C,1382.00 ,3017.00 
E01002453,Hillingdon 014D,1446.00 ,2191.00 
E01002454,Hillingdon 014E,674.00 ,1419.00 
E01002414,Hillingdon 015A,3178.00 ,2358.00 
E01002514,Hillingdon 015C,3484.00 ,3024.00 
E01002515,Hillingdon 015D,2167.00 ,2279.00 
E01033725,Hillingdon 015F,3427.00 ,1898.00 
E01002520,Hillingdon 016B,1515.00 ,1690.00 
E01002521,Hillingdon 016C,2667.00 ,829.00 
E01002523,Hillingdon 016D,2057.00 ,1793.00 
E01033724,Hillingdon 016F,4827.00 ,1445.00 
E01002410,Hillingdon 017A,1786.00 ,1976.00 
E01002412,Hillingdon 017B,3811.00 ,2713.00 
E01002456,Hillingdon 017C,594.00 ,1566.00 
E01002509,Hillingdon 017D,1499.00 ,3468.00 
E01002511,Hillingdon 017E,1012.00 ,1838.00 
E01002422,Hillingdon 018A,276.00 ,1563.00 
E01002423,Hillingdon 018B,839.00 ,2186.00 
E01002424,Hillingdon 018C,762.00 ,1771.00 
E01002425,Hillingdon 018D,658.00 ,764.00 
E01002427,Hillingdon 018E,742.00 ,1714.00 
E01002428,Hillingdon 018F,303.00 ,1935.00 
E01002408,Hillingdon 019A,883.00 ,748.00 
E01002409,Hillingdon 019B,833.00 ,971.00 
E01002429,Hillingdon 019C,208.00 ,954.00 
E01002455,Hillingdon 019D,1314.00 ,1629.00 
E01002457,Hillingdon 019E,632.00 ,803.00 
E01002392,Hillingdon 020A,156.00 ,299.00 
E01002393,Hillingdon 020B,1008.00 ,647.00 
E01002540,Hillingdon 020C,806.00 ,824.00 
E01002542,Hillingdon 020D,1322.00 ,372.00 
E01002543,Hillingdon 020E,794.00 ,514.00 
E01002394,Hillingdon 021A,641.00 ,854.00 
E01002395,Hillingdon 021B,566.00 ,1338.00 
E01002397,Hillingdon 021C,864.00 ,344.00 
E01002398,Hillingdon 021D,1206.00 ,1074.00 
E01002399,Hillingdon 021E,962.00 ,1168.00 
E01002426,Hillingdon 021F,806.00 ,990.00 
E01002411,Hillingdon 022A,632.00 ,882.00 
E01002413,Hillingdon 022B,355.00 ,643.00 
E01002518,Hillingdon 022C,1106.00 ,2591.00 
E01002519,Hillingdon 022D,1090.00 ,804.00 
E01002550,Hillingdon 022E,1786.00 ,914.00 
E01002554,Hillingdon 022F,3437.00 ,1130.00 
E01002541,Hillingdon 023A,2467.00 ,2137.00 
E01002544,Hillingdon 023B,2055.00 ,1908.00 
E01002545,Hillingdon 023C,121.00 ,298.00 
E01002546,Hillingdon 023D,995.00 ,1319.00 
E01002547,Hillingdon 023E,1053.00 ,673.00 
E01002400,Hillingdon 024A,772.00 ,1135.00 
E01002401,Hillingdon 024B,923.00 ,623.00 
E01002402,Hillingdon 024C,234.00 ,683.00 
E01002403,Hillingdon 024D,632.00 ,505.00 
E01002404,Hillingdon 024E,344.00 ,286.00 
E01002548,Hillingdon 025A,194.00 ,418.00 
E01002549,Hillingdon 025B,1331.00 ,1745.00 
E01002551,Hillingdon 025C,910.00 ,874.00 
E01002552,Hillingdon 025D,316.00 ,856.00 
E01002553,Hillingdon 025E,344.00 ,716.00 
E01002396,Hillingdon 026A,1053.00 ,768.00 
E01002501,Hillingdon 026B,1340.00 ,1386.00 
E01002502,Hillingdon 026C,194.00 ,678.00 
E01002505,Hillingdon 026D,916.00 ,255.00 
E01002508,Hillingdon 026E,618.00 ,180.00 
E01002405,Hillingdon 027A,901.00 ,918.00 
E01002406,Hillingdon 027B,1474.00 ,628.00 
E01002503,Hillingdon 027C,901.00 ,462.00 
E01002504,Hillingdon 027D,1362.00 ,1125.00 
E01002506,Hillingdon 027E,1276.00 ,186.00 
E01002507,Hillingdon 027F,995.00 ,1003.00 
E01002486,Hillingdon 028A,1251.00 ,957.00 
E01002487,Hillingdon 028B,1062.00 ,652.00 
E01002526,Hillingdon 028C,923.00 ,798.00 
E01002528,Hillingdon 028D,112.00 ,634.00 
E01002532,Hillingdon 028E,2057.00 ,853.00 
E01002445,Hillingdon 029A,163.00 ,288.00 
E01002525,Hillingdon 029B,1515.00 ,2461.00 
E01002529,Hillingdon 029C,2780.00 ,1623.00 
E01002530,Hillingdon 029D,169.00 ,246.00 
E01002531,Hillingdon 029E,1276.00 ,2263.00 
E01002407,Hillingdon 030A,2368.00 ,441.00 
E01002488,Hillingdon 030B,1106.00 ,1054.00 
E01002489,Hillingdon 030C,1642.00 ,943.00 
E01002490,Hillingdon 030D,1528.00 ,970.00 
E01002492,Hillingdon 030E,618.00 ,951.00 
E01002444,Hillingdon 031A,1550.00 ,1518.00 
E01002446,Hillingdon 031B,730.00 ,1647.00 
E01002447,Hillingdon 031C,1367.00 ,923.00 
E01002527,Hillingdon 031D,1251.00 ,1181.00 
E01002443,Hillingdon 032A,1693.00 ,1476.00 
E01002448,Hillingdon 032B,1515.00 ,931.00 
E01002449,Hillingdon 032C,1819.00 ,776.00 
E01002491,Hillingdon 032D,538.00 ,471.00 
E01002493,Hillingdon 032E,402.00 ,314.00 
E01002496,Hillingdon 033A,1474.00 ,1903.00 
E01002497,Hillingdon 033B,1622.00 ,1810.00 
E01002498,Hillingdon 033C,1123.00 ,3139.00 
E01002499,Hillingdon 033D,1499.00 ,2326.00 
E01032577,Hillingdon 033E,1367.00 ,2824.00 
E01002569,Hounslow 001A,4435.00 ,4478.00 
E01002570,Hounslow 001B,4245.00 ,4257.00 
E01002573,Hounslow 001C,4347.00 ,4637.00 
E01002574,Hounslow 001D,4140.00 ,4453.00 
E01002575,Hounslow 001E,4363.00 ,4585.00 
E01002562,Hounslow 003A,1116.00 ,1692.00 
E01002564,Hounslow 003B,2430.00 ,1507.00 
E01002566,Hounslow 003C,3143.00 ,1262.00 
E01002568,Hounslow 003D,3570.00 ,982.00 
E01033081,Hounslow 003F,2623.00 ,2987.00 
E01033082,Hounslow 003G,2189.00 ,2588.00 
E01002620,Hounslow 004A,2002.00 ,960.00 
E01002625,Hounslow 004B,1693.00 ,1521.00 
E01002626,Hounslow 004C,1981.00 ,1661.00 
E01002627,Hounslow 004D,1419.00 ,747.00 
E01002631,Hounslow 004E,1266.00 ,1374.00 
E01002633,Hounslow 005A,443.00 ,125.00 
E01002634,Hounslow 005B,243.00 ,59.00 
E01002637,Hounslow 005C,533.00 ,179.00 
E01002638,Hounslow 005D,526.00 ,581.00 
E01002563,Hounslow 006A,2910.00 ,3357.00 
E01002565,Hounslow 006B,4567.00 ,2865.00 
E01002567,Hounslow 006C,3742.00 ,3522.00 
E01002684,Hounslow 006D,4466.00 ,3061.00 
E01002686,Hounslow 006E,800.00 ,870.00 
E01002571,Hounslow 007A,3622.00 ,4648.00 
E01002572,Hounslow 007B,1600.00 ,1504.00 
E01002577,Hounslow 007C,4258.00 ,4421.00 
E01002578,Hounslow 007D,3582.00 ,4553.00 
E01002689,Hounslow 007E,3501.00 ,3966.00 
E01002690,Hounslow 007F,3807.00 ,4640.00 
E01002576,Hounslow 008A,3674.00 ,3587.00 
E01002579,Hounslow 008B,4359.00 ,4461.00 
E01002580,Hounslow 008C,3210.00 ,3516.00 
E01002581,Hounslow 008D,4585.00 ,4276.00 
E01002582,Hounslow 008E,4079.00 ,4520.00 
E01002675,Hounslow 009A,4486.00 ,3706.00 
E01002678,Hounslow 009B,3891.00 ,3655.00 
E01002679,Hounslow 009C,3434.00 ,3349.00 
E01002680,Hounslow 009D,4082.00 ,3466.00 
E01002619,Hounslow 010A,2623.00 ,1627.00 
E01002622,Hounslow 010B,2265.00 ,1915.00 
E01002632,Hounslow 010C,2480.00 ,1920.00 
E01002635,Hounslow 010D,2381.00 ,1782.00 
E01002636,Hounslow 010E,2173.00 ,1398.00 
E01002618,Hounslow 011A,2410.00 ,2996.00 
E01002621,Hounslow 011B,2231.00 ,1490.00 
E01002623,Hounslow 011C,1966.00 ,1324.00 
E01002628,Hounslow 011D,3136.00 ,2294.00 
E01002629,Hounslow 011E,3441.00 ,1998.00 
E01002630,Hounslow 012A,3176.00 ,2405.00 
E01002639,Hounslow 012B,3210.00 ,2515.00 
E01002640,Hounslow 012C,3876.00 ,2250.00 
E01002674,Hounslow 012D,3688.00 ,3755.00 
E01002676,Hounslow 012E,3790.00 ,4039.00 
E01002583,Hounslow 013A,2027.00 ,1702.00 
E01002584,Hounslow 013B,1567.00 ,1024.00 
E01002585,Hounslow 013C,1141.00 ,650.00 
E01002586,Hounslow 013D,1578.00 ,1417.00 
E01002589,Hounslow 013E,1362.00 ,763.00 
E01002668,Hounslow 014A,3976.00 ,3128.00 
E01002669,Hounslow 014B,1382.00 ,934.00 
E01002681,Hounslow 014C,2946.00 ,1789.00 
E01002682,Hounslow 014D,3852.00 ,2528.00 
E01002683,Hounslow 014E,4561.00 ,3446.00 
E01002642,Hounslow 015A,3658.00 ,1969.00 
E01002643,Hounslow 015B,3635.00 ,1825.00 
E01002645,Hounslow 015C,3285.00 ,1391.00 
E01002658,Hounslow 015D,2153.00 ,3871.00 
E01002677,Hounslow 015E,2946.00 ,2913.00 
E01002587,Hounslow 016A,2623.00 ,1009.00 
E01002588,Hounslow 016B,203.00 ,58.00 
E01002660,Hounslow 016C,2698.00 ,1562.00 
E01002661,Hounslow 016D,2864.00 ,1541.00 
E01002665,Hounslow 016E,1419.00 ,605.00 
E01002624,Hounslow 017A,2147.00 ,1233.00 
E01002646,Hounslow 017B,2391.00 ,572.00 
E01002662,Hounslow 017C,3852.00 ,2394.00 
E01002663,Hounslow 017D,2635.00 ,911.00 
E01002664,Hounslow 017E,2780.00 ,1493.00 
E01002641,Hounslow 018A,3210.00 ,1585.00 
E01002648,Hounslow 018C,4221.00 ,1620.00 
E01002649,Hounslow 018D,3122.00 ,1460.00 
E01002657,Hounslow 018E,2979.00 ,3290.00 
E01033083,Hounslow 018F,4435.00 ,3591.00 
E01033084,Hounslow 018G,3337.00 ,1166.00 
E01002653,Hounslow 019A,2323.00 ,2434.00 
E01002654,Hounslow 019B,2260.00 ,2790.00 
E01002655,Hounslow 019C,2814.00 ,3066.00 
E01002656,Hounslow 019D,1276.00 ,3038.00 
E01002659,Hounslow 019E,794.00 ,2303.00 
E01002667,Hounslow 020A,2689.00 ,2983.00 
E01002670,Hounslow 020B,2467.00 ,2494.00 
E01002671,Hounslow 020C,2698.00 ,3145.00 
E01002672,Hounslow 020D,1877.00 ,1114.00 
E01002673,Hounslow 020E,265.00 ,47.00 
E01002647,Hounslow 021A,2652.00 ,1444.00 
E01002650,Hounslow 021B,3367.00 ,1458.00 
E01002651,Hounslow 021C,2807.00 ,1665.00 
E01002652,Hounslow 021D,2344.00 ,1687.00 
E01002666,Hounslow 021E,1842.00 ,1090.00 
E01002555,Hounslow 022A,1668.00 ,1890.00 
E01002556,Hounslow 022B,818.00 ,1740.00 
E01002590,Hounslow 022C,1251.00 ,1617.00 
E01002592,Hounslow 022D,1166.00 ,1064.00 
E01002595,Hounslow 022E,794.00 ,1111.00 
E01002557,Hounslow 023A,696.00 ,1312.00 
E01002558,Hounslow 023B,786.00 ,1053.00 
E01002559,Hounslow 023C,1849.00 ,1399.00 
E01002560,Hounslow 023D,234.00 ,1011.00 
E01002561,Hounslow 023E,27.00 ,464.00 
E01002591,Hounslow 024A,290.00 ,1255.00 
E01002593,Hounslow 024B,1831.00 ,1734.00 
E01002594,Hounslow 024C,1682.00 ,1579.00 
E01002611,Hounslow 024D,901.00 ,1842.00 
E01002612,Hounslow 024E,973.00 ,1330.00 
E01002613,Hounslow 024F,742.00 ,1649.00 
E01002598,Hounslow 025B,495.00 ,749.00 
E01002599,Hounslow 025C,316.00 ,1095.00 
E01002600,Hounslow 025D,103.00 ,1032.00 
E01002603,Hounslow 025E,1507.00 ,1751.00 
E01033000,Hounslow 025F,584.00 ,431.00 
E01033030,Hounslow 025G,3912.00 ,2918.00 
E01002604,Hounslow 026A,194.00 ,351.00 
E01002605,Hounslow 026B,742.00 ,792.00 
E01002606,Hounslow 026C,60.00 ,210.00 
E01002607,Hounslow 026D,1216.00 ,1422.00 
E01002615,Hounslow 026E,276.00 ,409.00 
E01002596,Hounslow 027A,1528.00 ,1522.00 
E01002601,Hounslow 027B,947.00 ,1950.00 
E01002602,Hounslow 027C,456.00 ,2676.00 
E01002614,Hounslow 027D,1622.00 ,1942.00 
E01002616,Hounslow 027E,174.00 ,1939.00 
E01002608,Hounslow 028A,584.00 ,1094.00 
E01002609,Hounslow 028B,1072.00 ,2225.00 
E01002610,Hounslow 028C,169.00 ,1173.00 
E01002617,Hounslow 028D,1237.00 ,3153.00 
E01002687,Hounslow 029A,4573.00 ,4265.00 
E01002691,Hounslow 029B,3570.00 ,3552.00 
E01002692,Hounslow 029C,4225.00 ,3693.00 
E01002693,Hounslow 029D,4208.00 ,3959.00 
E01032573,Hounslow 029E,4496.00 ,4253.00 
E01003006,Kingston upon Thames 001A,3236.00 ,4048.00 
E01003007,Kingston upon Thames 001B,2698.00 ,4054.00 
E01003008,Kingston upon Thames 001C,2860.00 ,4365.00 
E01003009,Kingston upon Thames 001D,3845.00 ,3673.00 
E01003010,Kingston upon Thames 001E,3576.00 ,4534.00 
E01002952,Kingston upon Thames 002A,3582.00 ,4777.00 
E01002953,Kingston upon Thames 002B,2883.00 ,4503.00 
E01002955,Kingston upon Thames 002C,2147.00 ,3158.00 
E01002956,Kingston upon Thames 002D,2451.00 ,4321.00 
E01002959,Kingston upon Thames 002E,3570.00 ,4678.00 
E01002935,Kingston upon Thames 003A,4258.00 ,3339.00 
E01002938,Kingston upon Thames 003B,4326.00 ,4238.00 
E01002951,Kingston upon Thames 003C,3753.00 ,4142.00 
E01002954,Kingston upon Thames 003D,3111.00 ,2891.00 
E01002957,Kingston upon Thames 003E,1805.00 ,1401.00 
E01002933,Kingston upon Thames 004A,3570.00 ,2935.00 
E01002934,Kingston upon Thames 004B,4191.00 ,4379.00 
E01002937,Kingston upon Thames 004D,4019.00 ,4228.00 
E01003011,Kingston upon Thames 004E,4240.00 ,4087.00 
E01033568,Kingston upon Thames 004F,3768.00 ,3262.00 
E01033569,Kingston upon Thames 004G,4071.00 ,3531.00 
E01002964,Kingston upon Thames 005A,3823.00 ,2093.00 
E01002969,Kingston upon Thames 005B,526.00 ,69.00 
E01002971,Kingston upon Thames 005C,3768.00 ,2811.00 
E01002972,Kingston upon Thames 005D,3753.00 ,2374.00 
E01002974,Kingston upon Thames 005E,3725.00 ,2875.00 
E01002932,Kingston upon Thames 006A,1762.00 ,1516.00 
E01002960,Kingston upon Thames 006B,3427.00 ,4036.00 
E01002962,Kingston upon Thames 006C,1622.00 ,2359.00 
E01002970,Kingston upon Thames 006D,1419.00 ,1446.00 
E01002973,Kingston upon Thames 006E,604.00 ,1456.00 
E01002929,Kingston upon Thames 007A,3744.00 ,4333.00 
E01002930,Kingston upon Thames 007B,3108.00 ,2777.00 
E01002931,Kingston upon Thames 007C,3711.00 ,3766.00 
E01002963,Kingston upon Thames 007D,3611.00 ,2928.00 
E01002985,Kingston upon Thames 007E,2401.00 ,2633.00 
E01002927,Kingston upon Thames 008A,2344.00 ,2736.00 
E01002928,Kingston upon Thames 008B,3045.00 ,2972.00 
E01002958,Kingston upon Thames 008C,3344.00 ,3547.00 
E01002961,Kingston upon Thames 008D,3903.00 ,4262.00 
E01002986,Kingston upon Thames 008E,1819.00 ,2900.00 
E01002965,Kingston upon Thames 009A,4531.00 ,2655.00 
E01002967,Kingston upon Thames 009B,4680.00 ,3863.00 
E01002968,Kingston upon Thames 009C,4791.00 ,2954.00 
E01002990,Kingston upon Thames 009D,4521.00 ,3422.00 
E01002991,Kingston upon Thames 009E,4041.00 ,3804.00 
E01002922,Kingston upon Thames 010A,3957.00 ,3986.00 
E01002926,Kingston upon Thames 010B,2792.00 ,3882.00 
E01002966,Kingston upon Thames 010C,4091.00 ,3392.00 
E01002992,Kingston upon Thames 010D,2286.00 ,3018.00 
E01002921,Kingston upon Thames 011A,4123.00 ,2683.00 
E01002987,Kingston upon Thames 011B,4026.00 ,2664.00 
E01002988,Kingston upon Thames 011C,3484.00 ,3700.00 
E01002989,Kingston upon Thames 011D,4717.00 ,4269.00 
E01002975,Kingston upon Thames 012A,2066.00 ,3270.00 
E01002977,Kingston upon Thames 012B,1226.00 ,2040.00 
E01002980,Kingston upon Thames 012C,1682.00 ,3500.00 
E01002981,Kingston upon Thames 012D,2419.00 ,3763.00 
E01002984,Kingston upon Thames 012E,2559.00 ,3042.00 
E01002923,Kingston upon Thames 013A,1457.00 ,828.00 
E01002925,Kingston upon Thames 013B,4186.00 ,3504.00 
E01002993,Kingston upon Thames 013C,4251.00 ,3382.00 
E01002995,Kingston upon Thames 013D,4005.00 ,4460.00 
E01002999,Kingston upon Thames 013E,3475.00 ,2547.00 
E01002915,Kingston upon Thames 014A,1293.00 ,3103.00 
E01002916,Kingston upon Thames 014B,1957.00 ,3551.00 
E01002917,Kingston upon Thames 014C,1849.00 ,3806.00 
E01002920,Kingston upon Thames 014D,2921.00 ,3873.00 
E01002924,Kingston upon Thames 014E,3460.00 ,4513.00 
E01002976,Kingston upon Thames 015A,1786.00 ,3081.00 
E01002978,Kingston upon Thames 015B,3169.00 ,3985.00 
E01002979,Kingston upon Thames 015C,2570.00 ,3644.00 
E01002982,Kingston upon Thames 015D,1813.00 ,3234.00 
E01002983,Kingston upon Thames 015E,2910.00 ,4034.00 
E01002994,Kingston upon Thames 016A,3725.00 ,4067.00 
E01002996,Kingston upon Thames 016B,3185.00 ,3939.00 
E01002997,Kingston upon Thames 016C,3496.00 ,4138.00 
E01002998,Kingston upon Thames 016D,2365.00 ,2639.00 
E01003002,Kingston upon Thames 016E,3034.00 ,2599.00 
E01002918,Kingston upon Thames 017A,1175.00 ,2364.00 
