Codes,Names,Population_Density, Census_Population_All Ages,house_price,Unemployment_Rate,Level_4_qualifications,Mean_Annual_Household_Income
E01002341,Havering 008E,2966.00 ,360.00 ,2048.00 ,582.00 ,200.00 ,2672.00 
E01002327,Havering 009A,3317.00 ,814.00 ,742.00 ,1340.00 ,169.00 ,1833.00 
E01002328,Havering 009B,3367.00 ,2705.00 ,1034.00 ,1196.00 ,489.00 ,2264.00 
E01002332,Havering 009C,3304.00 ,2191.00 ,848.00 ,1696.00 ,324.00 ,1796.00 
E01002335,Havering 009D,2497.00 ,645.00 ,1034.00 ,1852.00 ,83.00 ,1381.00 
E01002338,Havering 009E,2970.00 ,357.00 ,1449.00 ,1306.00 ,249.00 ,2680.00 
E01002340,Havering 009F,2920.00 ,383.00 ,1727.00 ,1316.00 ,514.00 ,3088.00 
E01002268,Havering 010A,4600.00 ,291.00 ,2504.00 ,304.00 ,290.00 ,2873.00 
E01002269,Havering 010B,4556.00 ,3457.00 ,2035.00 ,1156.00 ,558.00 ,2852.00 
E01002295,Havering 010C,3292.00 ,1461.00 ,1178.00 ,1255.00 ,1072.00 ,2701.00 
E01002377,Havering 010D,4125.00 ,2269.00 ,1352.00 ,521.00 ,604.00 ,2682.00 
E01002378,Havering 010E,2934.00 ,2647.00 ,1925.00 ,539.00 ,443.00 ,2915.00 
E01002383,Havering 010F,3412.00 ,1652.00 ,1853.00 ,807.00 ,1226.00 ,3417.00 
E01002244,Havering 011A,3731.00 ,2803.00 ,949.00 ,2847.00 ,962.00 ,1693.00 
E01002245,Havering 011B,3079.00 ,1780.00 ,561.00 ,1939.00 ,382.00 ,1481.00 
E01002325,Havering 011C,4554.00 ,2891.00 ,805.00 ,2791.00 ,54.00 ,498.00 
E01002329,Havering 011D,3940.00 ,2021.00 ,1148.00 ,1513.00 ,408.00 ,2175.00 
E01002330,Havering 011E,4256.00 ,3065.00 ,837.00 ,2589.00 ,680.00 ,1631.00 
E01002337,Havering 012A,4687.00 ,170.00 ,4306.00 ,349.00 ,988.00 ,3854.00 
E01002354,Havering 012B,3565.00 ,360.00 ,2806.00 ,363.00 ,1062.00 ,3797.00 
E01002376,Havering 012C,3763.00 ,622.00 ,3689.00 ,125.00 ,1276.00 ,4249.00 
E01002379,Havering 012D,3860.00 ,751.00 ,3382.00 ,1406.00 ,1402.00 ,3472.00 
E01002380,Havering 012E,3490.00 ,4477.00 ,337.00 ,2536.00 ,2223.00 ,2149.00 
E01002381,Havering 012F,3917.00 ,1292.00 ,3090.00 ,954.00 ,721.00 ,2876.00 
E01002243,Havering 013A,2905.00 ,3910.00 ,837.00 ,3389.00 ,1507.00 ,959.00 
E01002353,Havering 013B,4206.00 ,4352.00 ,394.00 ,2277.00 ,2419.00 ,2796.00 
E01002356,Havering 013C,3884.00 ,4575.00 ,128.00 ,4110.00 ,1786.00 ,567.00 
E01032741,Havering 013E,3307.00 ,20.00 ,48.00 ,1448.00 ,1040.00 ,1749.00 
E01032742,Havering 013F,2756.00 ,189.00 ,355.00 ,2018.00 ,875.00 ,2120.00 
E01002272,Havering 014A,2749.00 ,207.00 ,2039.00 ,878.00 ,402.00 ,3044.00 
E01002274,Havering 014B,3549.00 ,2269.00 ,2498.00 ,870.00 ,901.00 ,3281.00 
E01002317,Havering 014C,3935.00 ,1311.00 ,3934.00 ,532.00 ,806.00 ,3666.00 
E01002318,Havering 014D,3478.00 ,2033.00 ,2743.00 ,1225.00 ,584.00 ,2916.00 
E01002355,Havering 014E,2792.00 ,770.00 ,2742.00 ,621.00 ,730.00 ,3495.00 
E01002382,Havering 014F,3600.00 ,3386.00 ,1836.00 ,280.00 ,1744.00 ,3327.00 
E01002270,Havering 015A,4499.00 ,2589.00 ,4662.00 ,608.00 ,2335.00 ,4148.00 
E01002271,Havering 015B,4375.00 ,916.00 ,4402.00 ,28.00 ,1736.00 ,4444.00 
E01002273,Havering 015C,4592.00 ,333.00 ,4069.00 ,699.00 ,696.00 ,3917.00 
E01002275,Havering 015D,4126.00 ,320.00 ,3857.00 ,615.00 ,995.00 ,3912.00 
E01002319,Havering 016A,3952.00 ,1825.00 ,1668.00 ,2491.00 ,526.00 ,1673.00 
E01002350,Havering 016B,3362.00 ,1406.00 ,605.00 ,3087.00 ,1040.00 ,1379.00 
E01002351,Havering 016C,2295.00 ,1664.00 ,1034.00 ,2106.00 ,1040.00 ,2072.00 
E01002352,Havering 016D,3389.00 ,2232.00 ,742.00 ,2205.00 ,1367.00 ,2439.00 
E01002358,Havering 016E,2769.00 ,3356.00 ,994.00 ,2624.00 ,1866.00 ,1934.00 
E01002246,Havering 017A,4362.00 ,2822.00 ,1034.00 ,1812.00 ,538.00 ,1904.00 
E01002247,Havering 017B,3677.00 ,3539.00 ,706.00 ,3119.00 ,1141.00 ,1735.00 
E01002248,Havering 017C,4345.00 ,436.00 ,390.00 ,3207.00 ,132.00 ,1158.00 
E01002249,Havering 017D,4402.00 ,4035.00 ,1148.00 ,1977.00 ,2034.00 ,1947.00 
E01002250,Havering 017E,4674.00 ,1509.00 ,1082.00 ,2462.00 ,482.00 ,1819.00 
E01002251,Havering 017F,3663.00 ,556.00 ,1074.00 ,3731.00 ,53.00 ,1000.00 
E01002252,Havering 018A,4694.00 ,1054.00 ,1034.00 ,716.00 ,148.00 ,2792.00 
E01002256,Havering 018B,3305.00 ,956.00 ,2307.00 ,614.00 ,509.00 ,3168.00 
E01002258,Havering 018C,3490.00 ,2625.00 ,501.00 ,2403.00 ,696.00 ,1670.00 
E01002259,Havering 018D,4762.00 ,876.00 ,1782.00 ,1265.00 ,336.00 ,2919.00 
E01002391,Havering 018E,4828.00 ,2100.00 ,2661.00 ,1015.00 ,696.00 ,3364.00 
E01002253,Havering 019A,4665.00 ,1292.00 ,3321.00 ,102.00 ,1331.00 ,4050.00 
E01002254,Havering 019B,4386.00 ,2033.00 ,3485.00 ,38.00 ,1409.00 ,3979.00 
E01002257,Havering 019C,4553.00 ,2987.00 ,3636.00 ,192.00 ,2440.00 ,4397.00 
E01002384,Havering 019D,4242.00 ,1143.00 ,3204.00 ,314.00 ,1528.00 ,3740.00 
E01002359,Havering 020A,2777.00 ,217.00 ,848.00 ,249.00 ,174.00 ,3329.00 
E01002360,Havering 020B,3983.00 ,550.00 ,361.00 ,1145.00 ,254.00 ,1916.00 
E01002361,Havering 020C,3877.00 ,2822.00 ,510.00 ,2713.00 ,705.00 ,1480.00 
E01002363,Havering 020D,3018.00 ,1761.00 ,2981.00 ,2717.00 ,186.00 ,1302.00 
E01002367,Havering 020E,3956.00 ,1601.00 ,2352.00 ,1601.00 ,705.00 ,2945.00 
E01002320,Havering 021A,2414.00 ,835.00 ,1728.00 ,634.00 ,413.00 ,3162.00 
E01002321,Havering 021B,4190.00 ,2314.00 ,1853.00 ,1457.00 ,910.00 ,3240.00 
E01002322,Havering 021C,4114.00 ,4156.00 ,1123.00 ,1428.00 ,794.00 ,2715.00 
E01002323,Havering 021D,3437.00 ,2688.00 ,1566.00 ,1621.00 ,402.00 ,2628.00 
E01002324,Havering 021E,4230.00 ,690.00 ,1214.00 ,2196.00 ,129.00 ,1626.00 
E01002255,Havering 022A,4421.00 ,862.00 ,1369.00 ,1054.00 ,864.00 ,2774.00 
E01002289,Havering 022B,3222.00 ,2005.00 ,2354.00 ,911.00 ,456.00 ,2955.00 
E01002292,Havering 022C,3806.00 ,1385.00 ,1941.00 ,2823.00 ,156.00 ,1454.00 
E01002362,Havering 022D,3752.00 ,932.00 ,2661.00 ,1339.00 ,846.00 ,3353.00 
E01002386,Havering 022E,4370.00 ,3794.00 ,1429.00 ,542.00 ,2467.00 ,3377.00 
E01002287,Havering 023A,2748.00 ,1461.00 ,1326.00 ,1435.00 ,271.00 ,2171.00 
E01002291,Havering 023B,3513.00 ,1682.00 ,2264.00 ,821.00 ,883.00 ,2375.00 
E01002364,Havering 023C,2897.00 ,653.00 ,2571.00 ,1527.00 ,423.00 ,2956.00 
E01002365,Havering 023D,2782.00 ,200.00 ,848.00 ,941.00 ,174.00 ,1918.00 
E01002366,Havering 023E,3332.00 ,737.00 ,848.00 ,1117.00 ,183.00 ,2365.00 
E01002385,Havering 024A,4831.00 ,1825.00 ,3385.00 ,566.00 ,1156.00 ,3734.00 
E01002387,Havering 024B,4727.00 ,1916.00 ,4033.00 ,289.00 ,1682.00 ,4162.00 
E01002388,Havering 024C,3892.00 ,2450.00 ,3967.00 ,645.00 ,2009.00 ,4205.00 
E01002389,Havering 024D,4610.00 ,1251.00 ,3967.00 ,666.00 ,1463.00 ,4037.00 
E01002390,Havering 024E,3765.00 ,665.00 ,4029.00 ,166.00 ,1657.00 ,4323.00 
E01002265,Havering 025A,4310.00 ,787.00 ,789.00 ,1048.00 ,260.00 ,2559.00 
E01002285,Havering 025B,4201.00 ,107.00 ,2048.00 ,1438.00 ,26.00 ,2638.00 
E01002286,Havering 025C,2911.00 ,2384.00 ,2048.00 ,826.00 ,382.00 ,3089.00 
E01002288,Havering 025D,3767.00 ,1373.00 ,2048.00 ,97.00 ,482.00 ,3387.00 
E01002290,Havering 025E,3303.00 ,1097.00 ,2048.00 ,1874.00 ,395.00 ,2378.00 
E01002260,Havering 026A,4686.00 ,1251.00 ,1369.00 ,2307.00 ,558.00 ,1829.00 
E01002261,Havering 026B,2474.00 ,2372.00 ,949.00 ,2331.00 ,376.00 ,1668.00 
E01002262,Havering 026C,2713.00 ,2136.00 ,848.00 ,2742.00 ,308.00 ,1528.00 
E01002263,Havering 026D,4601.00 ,1860.00 ,1853.00 ,667.00 ,658.00 ,2845.00 
E01002264,Havering 026E,2400.00 ,806.00 ,173.00 ,4063.00 ,36.00 ,245.00 
E01002266,Havering 027A,3790.00 ,597.00 ,1028.00 ,1611.00 ,25.00 ,1406.00 
E01002267,Havering 027B,2515.00 ,2563.00 ,833.00 ,2660.00 ,44.00 ,823.00 
E01002372,Havering 027C,2666.00 ,1977.00 ,943.00 ,1715.00 ,40.00 ,1754.00 
E01002373,Havering 027D,3579.00 ,1672.00 ,789.00 ,1894.00 ,71.00 ,1577.00 
E01002374,Havering 027E,4640.00 ,1173.00 ,930.00 ,2084.00 ,39.00 ,1373.00 
E01002368,Havering 028A,4716.00 ,1800.00 ,472.00 ,4698.00 ,60.00 ,182.00 
E01002369,Havering 028B,4252.00 ,3991.00 ,918.00 ,2588.00 ,395.00 ,1354.00 
E01002370,Havering 028C,4785.00 ,4259.00 ,605.00 ,3796.00 ,254.00 ,708.00 
E01002371,Havering 028D,3330.00 ,2143.00 ,605.00 ,1120.00 ,123.00 ,1431.00 
E01002375,Havering 028E,3137.00 ,3146.00 ,551.00 ,3628.00 ,71.00 ,723.00 
E01002343,Havering 029A,4248.00 ,2856.00 ,1369.00 ,1400.00 ,96.00 ,2420.00 
E01002344,Havering 029B,4833.00 ,1191.00 ,1240.00 ,1103.00 ,194.00 ,1596.00 
E01002348,Havering 029C,4794.00 ,1214.00 ,1175.00 ,424.00 ,103.00 ,1839.00 
E01002349,Havering 029D,4409.00 ,1031.00 ,1728.00 ,1687.00 ,40.00 ,2008.00 
E01002342,Havering 030A,2123.00 ,1745.00 ,435.00 ,3651.00 ,99.00 ,806.00 
E01002345,Havering 030B,4158.00 ,2659.00 ,385.00 ,3965.00 ,308.00 ,522.00 
E01002346,Havering 030C,2490.00 ,989.00 ,355.00 ,3316.00 ,54.00 ,1188.00 
E01002347,Havering 030D,4198.00 ,606.00 ,995.00 ,2130.00 ,99.00 ,1556.00 
E01002473,Hillingdon 001A,4812.00 ,1359.00 ,4693.00 ,241.00 ,3484.00 ,4479.00 
E01002475,Hillingdon 001B,4551.00 ,950.00 ,3888.00 ,1219.00 ,2508.00 ,3496.00 
E01002476,Hillingdon 001C,4455.00 ,1631.00 ,4491.00 ,787.00 ,3927.00 ,4540.00 
E01002477,Hillingdon 001D,3606.00 ,118.00 ,3312.00 ,456.00 ,2768.00 ,4264.00 
E01002482,Hillingdon 001E,4471.00 ,1933.00 ,4329.00 ,1038.00 ,3670.00 ,4469.00 
E01002472,Hillingdon 002A,4348.00 ,1583.00 ,1977.00 ,795.00 ,3261.00 ,3354.00 
E01002474,Hillingdon 002B,4626.00 ,1024.00 ,2048.00 ,442.00 ,2837.00 ,3704.00 
E01002478,Hillingdon 002C,3888.00 ,1122.00 ,3040.00 ,1976.00 ,3403.00 ,3828.00 
E01002483,Hillingdon 002D,3880.00 ,3135.00 ,3485.00 ,2487.00 ,2837.00 ,3146.00 
E01002484,Hillingdon 002E,2883.00 ,535.00 ,2585.00 ,612.00 ,1768.00 ,2753.00 
E01002485,Hillingdon 002F,3513.00 ,2933.00 ,1908.00 ,2647.00 ,2635.00 ,2466.00 
E01002438,Hillingdon 003A,4810.00 ,226.00 ,3723.00 ,662.00 ,1166.00 ,3710.00 
E01002439,Hillingdon 003B,4522.00 ,1583.00 ,2048.00 ,853.00 ,1528.00 ,2081.00 
E01002440,Hillingdon 003C,4759.00 ,614.00 ,1440.00 ,1923.00 ,382.00 ,1787.00 
E01002441,Hillingdon 003D,4825.00 ,1400.00 ,1228.00 ,1876.00 ,1081.00 ,1971.00 
E01002442,Hillingdon 003E,4769.00 ,1064.00 ,1034.00 ,1988.00 ,465.00 ,1535.00 
E01002433,Hillingdon 004A,4207.00 ,3680.00 ,2039.00 ,1355.00 ,2814.00 ,3192.00 
E01002436,Hillingdon 004B,4199.00 ,1943.00 ,2905.00 ,438.00 ,2099.00 ,3334.00 
E01002479,Hillingdon 004C,4564.00 ,2832.00 ,2981.00 ,1961.00 ,2055.00 ,2851.00 
E01002480,Hillingdon 004D,4463.00 ,3273.00 ,3577.00 ,684.00 ,3178.00 ,4156.00 
E01002481,Hillingdon 004E,3897.00 ,2212.00 ,2571.00 ,1851.00 ,1831.00 ,2566.00 
E01002533,Hillingdon 005A,4720.00 ,721.00 ,2307.00 ,1309.00 ,1012.00 ,2534.00 
E01002534,Hillingdon 005B,4073.00 ,746.00 ,4033.00 ,996.00 ,1775.00 ,3653.00 
E01002538,Hillingdon 005C,4662.00 ,1567.00 ,1777.00 ,515.00 ,1622.00 ,2970.00 
E01002539,Hillingdon 005D,3923.00 ,1159.00 ,3993.00 ,825.00 ,1819.00 ,3573.00 
E01002418,Hillingdon 006A,3270.00 ,3485.00 ,3061.00 ,957.00 ,1648.00 ,3218.00 
E01002419,Hillingdon 006B,3451.00 ,1214.00 ,3268.00 ,1039.00 ,2286.00 ,3630.00 
E01002431,Hillingdon 006C,3312.00 ,500.00 ,4046.00 ,944.00 ,2623.00 ,4297.00 
E01002432,Hillingdon 006D,3651.00 ,1496.00 ,3875.00 ,828.00 ,2734.00 ,3788.00 
E01002437,Hillingdon 006E,4133.00 ,764.00 ,4278.00 ,209.00 ,2467.00 ,4170.00 
E01002430,Hillingdon 007A,4620.00 ,764.00 ,4460.00 ,814.00 ,2713.00 ,4336.00 
E01002434,Hillingdon 007B,4592.00 ,315.00 ,4358.00 ,122.00 ,2034.00 ,4286.00 
E01002435,Hillingdon 007C,3858.00 ,580.00 ,4387.00 ,50.00 ,2313.00 ,4330.00 
E01002470,Hillingdon 007D,3978.00 ,2701.00 ,2872.00 ,1390.00 ,2260.00 ,3039.00 
E01002535,Hillingdon 007E,4070.00 ,3325.00 ,2615.00 ,484.00 ,3475.00 ,3859.00 
E01002416,Hillingdon 008A,2471.00 ,3146.00 ,3020.00 ,1131.00 ,1226.00 ,3227.00 
E01002417,Hillingdon 008B,3653.00 ,1825.00 ,3616.00 ,1050.00 ,2559.00 ,3730.00 
E01002420,Hillingdon 008C,3435.00 ,1813.00 ,2987.00 ,1683.00 ,1648.00 ,3064.00 
E01002421,Hillingdon 008D,3806.00 ,2797.00 ,3248.00 ,1182.00 ,1693.00 ,3311.00 
E01002471,Hillingdon 008E,3152.00 ,2065.00 ,2427.00 ,339.00 ,2430.00 ,3592.00 
E01002465,Hillingdon 009A,3457.00 ,1631.00 ,1004.00 ,1329.00 ,1558.00 ,2616.00 
E01002467,Hillingdon 009B,3904.00 ,1107.00 ,3209.00 ,35.00 ,1243.00 ,3273.00 
E01002494,Hillingdon 009C,4791.00 ,2797.00 ,2048.00 ,1029.00 ,1693.00 ,2168.00 
E01002536,Hillingdon 009D,4001.00 ,521.00 ,1499.00 ,229.00 ,2078.00 ,3745.00 
E01002537,Hillingdon 009E,4180.00 ,463.00 ,4278.00 ,1268.00 ,2027.00 ,3879.00 
E01002415,Hillingdon 010A,3195.00 ,2899.00 ,2504.00 ,239.00 ,1419.00 ,3285.00 
E01002466,Hillingdon 010B,2810.00 ,2666.00 ,2504.00 ,827.00 ,1378.00 ,3362.00 
E01002468,Hillingdon 010C,2318.00 ,2797.00 ,2495.00 ,692.00 ,1550.00 ,3376.00 
E01002469,Hillingdon 010D,2839.00 ,2553.00 ,3085.00 ,116.00 ,1446.00 ,3355.00 
E01002495,Hillingdon 010E,4181.00 ,4647.00 ,2048.00 ,307.00 ,2910.00 ,3156.00 
E01002458,Hillingdon 011A,4642.00 ,505.00 ,4205.00 ,353.00 ,1925.00 ,4273.00 
E01002459,Hillingdon 011B,4300.00 ,2119.00 ,4102.00 ,287.00 ,2381.00 ,4118.00 
E01002460,Hillingdon 011C,3969.00 ,261.00 ,3712.00 ,765.00 ,2066.00 ,3752.00 
E01002462,Hillingdon 011D,4090.00 ,514.00 ,3653.00 ,467.00 ,2197.00 ,4339.00 
E01002464,Hillingdon 011E,4563.00 ,1725.00 ,3272.00 ,997.00 ,1925.00 ,3631.00 
E01002461,Hillingdon 013A,4786.00 ,575.00 ,3165.00 ,452.00 ,2419.00 ,4243.00 
E01002463,Hillingdon 013B,4449.00 ,1577.00 ,4096.00 ,329.00 ,2147.00 ,4083.00 
E01002512,Hillingdon 013C,4700.00 ,3146.00 ,3070.00 ,216.00 ,3225.00 ,4099.00 
E01002513,Hillingdon 013D,4390.00 ,266.00 ,3905.00 ,401.00 ,1849.00 ,3731.00 
E01002516,Hillingdon 013E,4415.00 ,687.00 ,3597.00 ,757.00 ,2440.00 ,4023.00 
E01002450,Hillingdon 014A,2611.00 ,527.00 ,2018.00 ,1207.00 ,423.00 ,2537.00 
E01002451,Hillingdon 014B,2553.00 ,1085.00 ,2917.00 ,1061.00 ,1020.00 ,2921.00 
E01002452,Hillingdon 014C,3777.00 ,1292.00 ,2711.00 ,963.00 ,1382.00 ,3017.00 
E01002453,Hillingdon 014D,3207.00 ,2763.00 ,1695.00 ,691.00 ,1446.00 ,2191.00 
E01002454,Hillingdon 014E,4753.00 ,3395.00 ,1499.00 ,2793.00 ,674.00 ,1419.00 
E01002414,Hillingdon 015A,4622.00 ,4834.00 ,1575.00 ,57.00 ,3178.00 ,2358.00 
E01002514,Hillingdon 015C,3355.00 ,3928.00 ,1338.00 ,320.00 ,3484.00 ,3024.00 
E01002515,Hillingdon 015D,4456.00 ,1943.00 ,885.00 ,1720.00 ,2167.00 ,2279.00 
E01033725,Hillingdon 015F,4623.00 ,4745.00 ,1499.00 ,2750.00 ,3427.00 ,1898.00 
E01002520,Hillingdon 016B,4290.00 ,1385.00 ,1148.00 ,3353.00 ,1515.00 ,1690.00 
E01002521,Hillingdon 016C,4354.00 ,2959.00 ,435.00 ,2918.00 ,2667.00 ,829.00 
E01002523,Hillingdon 016D,1845.00 ,2127.00 ,1931.00 ,1293.00 ,2057.00 ,1793.00 
E01033724,Hillingdon 016F,4575.00 ,4835.00 ,1575.00 ,560.00 ,4827.00 ,1445.00 
E01002410,Hillingdon 017A,4062.00 ,2783.00 ,2354.00 ,2240.00 ,1786.00 ,1976.00 
E01002412,Hillingdon 017B,4526.00 ,4694.00 ,2048.00 ,798.00 ,3811.00 ,2713.00 
E01002456,Hillingdon 017C,3588.00 ,2610.00 ,1496.00 ,2443.00 ,594.00 ,1566.00 
E01002509,Hillingdon 017D,4191.00 ,680.00 ,3936.00 ,1049.00 ,1499.00 ,3468.00 
E01002511,Hillingdon 017E,2978.00 ,1143.00 ,2307.00 ,2265.00 ,1012.00 ,1838.00 
E01002422,Hillingdon 018A,2266.00 ,580.00 ,1975.00 ,1887.00 ,276.00 ,1563.00 
E01002423,Hillingdon 018B,4498.00 ,2335.00 ,2387.00 ,1399.00 ,839.00 ,2186.00 
E01002424,Hillingdon 018C,3908.00 ,1614.00 ,1146.00 ,1142.00 ,762.00 ,1771.00 
E01002425,Hillingdon 018D,3872.00 ,3514.00 ,290.00 ,3866.00 ,658.00 ,764.00 
E01002427,Hillingdon 018E,2412.00 ,1017.00 ,1803.00 ,1463.00 ,742.00 ,1714.00 
E01002428,Hillingdon 018F,4411.00 ,770.00 ,1963.00 ,580.00 ,303.00 ,1935.00 
E01002408,Hillingdon 019A,2381.00 ,1183.00 ,293.00 ,1953.00 ,883.00 ,748.00 
E01002409,Hillingdon 019B,2959.00 ,3367.00 ,1853.00 ,3183.00 ,833.00 ,971.00 
E01002429,Hillingdon 019C,3911.00 ,491.00 ,1178.00 ,3252.00 ,208.00 ,954.00 
E01002455,Hillingdon 019D,3892.00 ,3037.00 ,2048.00 ,3122.00 ,1314.00 ,1629.00 
E01002457,Hillingdon 019E,2775.00 ,1488.00 ,2307.00 ,2763.00 ,632.00 ,803.00 
E01002392,Hillingdon 020A,4226.00 ,2610.00 ,848.00 ,4219.00 ,156.00 ,299.00 
E01002393,Hillingdon 020B,3673.00 ,4311.00 ,1034.00 ,3549.00 ,1008.00 ,647.00 
E01002540,Hillingdon 020C,2763.00 ,2625.00 ,293.00 ,3476.00 ,806.00 ,824.00 
E01002542,Hillingdon 020D,2019.00 ,4069.00 ,1245.00 ,3586.00 ,1322.00 ,372.00 
E01002543,Hillingdon 020E,3240.00 ,3037.00 ,1369.00 ,3627.00 ,794.00 ,514.00 
E01002394,Hillingdon 021A,3427.00 ,2065.00 ,1920.00 ,2881.00 ,641.00 ,854.00 
E01002395,Hillingdon 021B,1943.00 ,472.00 ,1795.00 ,3070.00 ,566.00 ,1338.00 
E01002397,Hillingdon 021C,2022.00 ,2790.00 ,1356.00 ,4018.00 ,864.00 ,344.00 
E01002398,Hillingdon 021D,1765.00 ,3026.00 ,2048.00 ,2997.00 ,1206.00 ,1074.00 
E01002399,Hillingdon 021E,2011.00 ,1771.00 ,1499.00 ,1628.00 ,962.00 ,1168.00 
E01002426,Hillingdon 021F,2611.00 ,3441.00 ,981.00 ,2498.00 ,806.00 ,990.00 
E01002411,Hillingdon 022A,4257.00 ,2922.00 ,1499.00 ,2841.00 ,632.00 ,882.00 
E01002413,Hillingdon 022B,3569.00 ,1206.00 ,1416.00 ,3619.00 ,355.00 ,643.00 
E01002518,Hillingdon 022C,2816.00 ,247.00 ,1203.00 ,859.00 ,1106.00 ,2591.00 
E01002519,Hillingdon 022D,4464.00 ,916.00 ,190.00 ,2432.00 ,1090.00 ,804.00 
E01002550,Hillingdon 022E,2989.00 ,3587.00 ,75.00 ,2505.00 ,1786.00 ,914.00 
E01002554,Hillingdon 022F,4710.00 ,4790.00 ,759.00 ,2665.00 ,3437.00 ,1130.00 
E01002541,Hillingdon 023A,3966.00 ,4182.00 ,1074.00 ,2136.00 ,2467.00 ,2137.00 
E01002544,Hillingdon 023B,4450.00 ,2647.00 ,1664.00 ,2222.00 ,2055.00 ,1908.00 
E01002545,Hillingdon 023C,3339.00 ,989.00 ,1553.00 ,4339.00 ,121.00 ,298.00 
E01002546,Hillingdon 023D,2240.00 ,1601.00 ,1664.00 ,1824.00 ,995.00 ,1319.00 
E01002547,Hillingdon 023E,2054.00 ,1541.00 ,1853.00 ,3662.00 ,1053.00 ,673.00 
E01002400,Hillingdon 024A,4439.00 ,3500.00 ,1963.00 ,2471.00 ,772.00 ,1135.00 
E01002401,Hillingdon 024B,3709.00 ,2832.00 ,893.00 ,3156.00 ,923.00 ,623.00 
E01002402,Hillingdon 024C,2358.00 ,968.00 ,983.00 ,3610.00 ,234.00 ,683.00 
E01002403,Hillingdon 024D,2425.00 ,3514.00 ,1224.00 ,2479.00 ,632.00 ,505.00 
E01002404,Hillingdon 024E,2495.00 ,3746.00 ,217.00 ,3646.00 ,344.00 ,286.00 
E01002548,Hillingdon 025A,4693.00 ,2610.00 ,1369.00 ,3547.00 ,194.00 ,418.00 
E01002549,Hillingdon 025B,4441.00 ,3211.00 ,2048.00 ,1692.00 ,1331.00 ,1745.00 
E01002551,Hillingdon 025C,3616.00 ,4035.00 ,2006.00 ,2255.00 ,910.00 ,874.00 
E01002552,Hillingdon 025D,3118.00 ,1682.00 ,1989.00 ,2957.00 ,316.00 ,856.00 
E01002553,Hillingdon 025E,2203.00 ,2773.00 ,1416.00 ,2893.00 ,344.00 ,716.00 
E01002396,Hillingdon 026A,3768.00 ,3197.00 ,2048.00 ,3092.00 ,1053.00 ,768.00 
E01002501,Hillingdon 026B,2731.00 ,2563.00 ,2806.00 ,3357.00 ,1340.00 ,1386.00 
E01002502,Hillingdon 026C,2227.00 ,1753.00 ,1709.00 ,3309.00 ,194.00 ,678.00 
E01002505,Hillingdon 026D,4524.00 ,2783.00 ,128.00 ,3607.00 ,916.00 ,255.00 
E01002508,Hillingdon 026E,3839.00 ,4207.00 ,1649.00 ,4156.00 ,618.00 ,180.00 
E01002405,Hillingdon 027A,4654.00 ,4082.00 ,1034.00 ,3820.00 ,901.00 ,918.00 
E01002406,Hillingdon 027B,4720.00 ,4570.00 ,2048.00 ,4092.00 ,1474.00 ,628.00 
E01002503,Hillingdon 027C,2250.00 ,2680.00 ,1548.00 ,3067.00 ,901.00 ,462.00 
E01002504,Hillingdon 027D,4171.00 ,4382.00 ,2660.00 ,3069.00 ,1362.00 ,1125.00 
E01002506,Hillingdon 027E,3354.00 ,3738.00 ,173.00 ,4208.00 ,1276.00 ,186.00 
E01002507,Hillingdon 027F,4681.00 ,2433.00 ,2335.00 ,2834.00 ,995.00 ,1003.00 
E01002486,Hillingdon 028A,4663.00 ,4616.00 ,1449.00 ,2559.00 ,1251.00 ,957.00 
E01002487,Hillingdon 028B,2281.00 ,3648.00 ,1946.00 ,3122.00 ,1062.00 ,652.00 
E01002526,Hillingdon 028C,3466.00 ,4104.00 ,1339.00 ,3244.00 ,923.00 ,798.00 
E01002528,Hillingdon 028D,3820.00 ,2705.00 ,1034.00 ,3019.00 ,112.00 ,634.00 
E01002532,Hillingdon 028E,4419.00 ,4690.00 ,507.00 ,3393.00 ,2057.00 ,853.00 
E01002445,Hillingdon 029A,2260.00 ,2843.00 ,1369.00 ,3268.00 ,163.00 ,288.00 
E01002525,Hillingdon 029B,4296.00 ,1990.00 ,1728.00 ,1464.00 ,1515.00 ,2461.00 
E01002529,Hillingdon 029C,3099.00 ,4494.00 ,1416.00 ,2493.00 ,2780.00 ,1623.00 
E01002530,Hillingdon 029D,3187.00 ,2224.00 ,1102.00 ,3570.00 ,169.00 ,246.00 
E01002531,Hillingdon 029E,3780.00 ,2042.00 ,2585.00 ,945.00 ,1276.00 ,2263.00 
E01002407,Hillingdon 030A,4260.00 ,4727.00 ,225.00 ,3892.00 ,2368.00 ,441.00 
E01002488,Hillingdon 030B,3503.00 ,3047.00 ,2252.00 ,2344.00 ,1106.00 ,1054.00 
E01002489,Hillingdon 030C,3198.00 ,3671.00 ,1852.00 ,3004.00 ,1642.00 ,943.00 
E01002490,Hillingdon 030D,3735.00 ,4486.00 ,1853.00 ,2528.00 ,1528.00 ,970.00 
E01002492,Hillingdon 030E,3057.00 ,2354.00 ,1851.00 ,2599.00 ,618.00 ,951.00 
E01002444,Hillingdon 031A,4835.00 ,3715.00 ,2048.00 ,2570.00 ,1550.00 ,1518.00 
E01002446,Hillingdon 031B,4767.00 ,1987.00 ,1974.00 ,1931.00 ,730.00 ,1647.00 
E01002447,Hillingdon 031C,4763.00 ,2803.00 ,2741.00 ,2261.00 ,1367.00 ,923.00 
