Codes,Names, Census_Population_All Ages,Population_Density,house_price,Unemployment_Rate,qualification4,Mean_Household_Income
E01003824,Richmond upon Thames 023C,1661.00 ,32.57 ,475000.00 ,2.52 ,685.00 ,60290.31 
E01003825,Richmond upon Thames 023D,1762.00 ,34.42 ,407500.00 ,2.90 ,595.00 ,53551.74 
E01003826,Richmond upon Thames 023E,1768.00 ,108.52 ,349950.00 ,6.24 ,469.00 ,39982.68 
E01003827,Richmond upon Thames 023F,1712.00 ,45.54 ,375000.00 ,3.22 ,676.00 ,49941.11 
E01003828,Richmond upon Thames 020A,1517.00 ,31.00 ,385000.00 ,1.90 ,597.00 ,53401.95 
E01003829,Richmond upon Thames 020B,1675.00 ,40.02 ,228250.00 ,6.96 ,371.00 ,38078.19 
E01003830,Richmond upon Thames 020C,1760.00 ,50.31 ,355000.00 ,4.96 ,603.00 ,50276.72 
E01003831,Richmond upon Thames 020D,1618.00 ,31.66 ,265000.00 ,4.17 ,469.00 ,46398.59 
E01003832,Richmond upon Thames 020E,1431.00 ,22.25 ,247000.00 ,6.21 ,310.00 ,34135.63 
E01003833,Richmond upon Thames 020F,1386.00 ,19.72 ,240000.00 ,5.64 ,404.00 ,40922.12 
E01003834,Richmond upon Thames 022A,1720.00 ,108.30 ,345000.00 ,3.83 ,731.00 ,50360.20 
E01003835,Richmond upon Thames 022B,1527.00 ,36.19 ,712475.00 ,2.60 ,721.00 ,69440.06 
E01003836,Richmond upon Thames 022C,1505.00 ,24.79 ,390000.00 ,4.01 ,560.00 ,49364.34 
E01003837,Richmond upon Thames 022D,1812.00 ,51.54 ,390000.00 ,3.85 ,822.00 ,63685.91 
E01003838,Richmond upon Thames 022E,1786.00 ,30.36 ,442500.00 ,5.38 ,770.00 ,55812.53 
E01003839,Richmond upon Thames 022F,1871.00 ,22.95 ,322500.00 ,5.48 ,755.00 ,46292.71 
E01003840,Richmond upon Thames 013A,1584.00 ,19.99 ,265000.00 ,7.48 ,428.00 ,41505.95 
E01003841,Richmond upon Thames 013B,1932.00 ,29.04 ,190000.00 ,8.80 ,405.00 ,32371.66 
E01003842,Richmond upon Thames 013C,1677.00 ,39.36 ,274950.00 ,6.57 ,355.00 ,40366.95 
E01003843,Richmond upon Thames 013D,2044.00 ,33.16 ,300000.00 ,5.06 ,419.00 ,38034.23 
E01003844,Richmond upon Thames 013E,1450.00 ,28.61 ,445000.00 ,5.03 ,457.00 ,52902.93 
E01003845,Richmond upon Thames 013F,1626.00 ,41.06 ,357500.00 ,3.78 ,390.00 ,46943.77 
E01003846,Richmond upon Thames 002A,1734.00 ,23.92 ,906250.00 ,3.28 ,891.00 ,81517.77 
E01003847,Richmond upon Thames 002B,1582.00 ,159.96 ,378750.00 ,3.23 ,885.00 ,59698.33 
E01003848,Richmond upon Thames 004A,1808.00 ,19.94 ,390000.00 ,4.51 ,840.00 ,52319.88 
E01003849,Richmond upon Thames 002C,1534.00 ,20.03 ,587500.00 ,4.49 ,837.00 ,70152.52 
E01003851,Richmond upon Thames 002D,1688.00 ,24.94 ,817000.00 ,1.76 ,877.00 ,80500.70 
E01003852,Richmond upon Thames 003A,1324.00 ,67.17 ,380000.00 ,4.33 ,657.00 ,52849.96 
E01003853,Richmond upon Thames 003B,1535.00 ,30.14 ,990000.00 ,7.63 ,649.00 ,60528.67 
E01003854,Richmond upon Thames 003C,1413.00 ,14.09 ,499950.00 ,3.95 ,689.00 ,61412.93 
E01003855,Richmond upon Thames 003D,1689.00 ,29.38 ,418000.00 ,4.59 ,659.00 ,44853.81 
E01003856,Richmond upon Thames 003E,1568.00 ,12.26 ,407500.00 ,3.04 ,781.00 ,53443.17 
E01003857,Richmond upon Thames 003F,1752.00 ,15.09 ,585000.00 ,3.77 ,826.00 ,62135.80 
E01003858,Richmond upon Thames 003G,1638.00 ,16.37 ,745000.00 ,3.56 ,783.00 ,73341.92 
E01003859,Richmond upon Thames 005E,1622.00 ,19.20 ,730000.00 ,4.13 ,745.00 ,67558.09 
E01003860,Richmond upon Thames 002E,1691.00 ,151.59 ,620000.00 ,3.21 ,977.00 ,67304.46 
E01003861,Richmond upon Thames 004C,1751.00 ,19.22 ,477475.00 ,3.51 ,953.00 ,57108.62 
E01003862,Richmond upon Thames 004D,1388.00 ,21.10 ,422500.00 ,5.26 ,559.00 ,48577.22 
E01003863,Richmond upon Thames 004E,1420.00 ,21.26 ,555000.00 ,4.30 ,561.00 ,49696.92 
E01003864,Richmond upon Thames 002F,1466.00 ,25.60 ,396500.00 ,6.26 ,809.00 ,65950.63 
E01003865,Richmond upon Thames 004F,1311.00 ,13.69 ,483750.00 ,5.84 ,503.00 ,50154.06 
E01003866,Richmond upon Thames 007A,1587.00 ,15.38 ,613750.00 ,2.48 ,822.00 ,74214.34 
E01003867,Richmond upon Thames 011A,1492.00 ,41.76 ,460000.00 ,3.67 ,578.00 ,51355.74 
E01003868,Richmond upon Thames 007B,1506.00 ,13.28 ,385000.00 ,3.23 ,804.00 ,66292.86 
E01003869,Richmond upon Thames 011B,1617.00 ,32.35 ,352500.00 ,4.33 ,854.00 ,62718.57 
E01003870,Richmond upon Thames 011C,1870.00 ,42.73 ,525000.00 ,3.23 ,881.00 ,63177.69 
E01003871,Richmond upon Thames 007C,1649.00 ,19.49 ,522500.00 ,2.31 ,760.00 ,67229.41 
E01003872,Richmond upon Thames 007D,1451.00 ,31.64 ,321000.00 ,2.40 ,768.00 ,63753.22 
E01003873,Richmond upon Thames 006A,1660.00 ,19.38 ,367001.00 ,2.99 ,954.00 ,63709.25 
E01003874,Richmond upon Thames 006B,1529.00 ,13.64 ,491875.00 ,3.27 ,915.00 ,66609.97 
E01003875,Richmond upon Thames 006C,1613.00 ,51.03 ,485000.00 ,2.96 ,775.00 ,74630.37 
E01003876,Richmond upon Thames 008B,1591.00 ,47.64 ,674500.00 ,3.25 ,972.00 ,69737.74 
E01003877,Richmond upon Thames 008C,1482.00 ,15.85 ,566499.50 ,3.46 ,823.00 ,74868.69 
E01003878,Richmond upon Thames 006D,1394.00 ,99.50 ,680000.00 ,4.97 ,511.00 ,50258.68 
E01003879,Richmond upon Thames 008D,1551.00 ,18.74 ,679000.00 ,2.79 ,790.00 ,75936.37 
E01003880,Richmond upon Thames 016A,1468.00 ,23.22 ,692500.00 ,2.49 ,709.00 ,71028.03 
E01003881,Richmond upon Thames 016B,1837.00 ,33.07 ,372000.00 ,2.04 ,593.00 ,66590.95 
E01003882,Richmond upon Thames 014A,1797.00 ,21.46 ,520000.00 ,2.59 ,855.00 ,62416.82 
E01003883,Richmond upon Thames 014B,1775.00 ,19.17 ,374950.00 ,2.09 ,898.00 ,58029.65 
E01003884,Richmond upon Thames 016C,1594.00 ,28.12 ,457000.00 ,3.22 ,747.00 ,60216.63 
E01003885,Richmond upon Thames 016D,1516.00 ,43.93 ,267500.00 ,2.99 ,697.00 ,59723.25 
E01003886,Richmond upon Thames 021A,1699.00 ,20.49 ,362500.00 ,3.00 ,798.00 ,63178.88 
E01003887,Richmond upon Thames 021B,1724.00 ,22.23 ,420000.00 ,3.44 ,850.00 ,60240.56 
E01003888,Richmond upon Thames 021C,1907.00 ,79.32 ,385000.00 ,4.84 ,739.00 ,46793.32 
E01003889,Richmond upon Thames 021D,1776.00 ,252.82 ,454975.00 ,2.94 ,898.00 ,65099.92 
E01003890,Richmond upon Thames 018C,1509.00 ,21.56 ,315000.00 ,3.06 ,739.00 ,61617.52 
E01003891,Richmond upon Thames 018D,1715.00 ,30.41 ,361000.00 ,3.12 ,873.00 ,63567.28 
E01003892,Richmond upon Thames 009A,2012.00 ,41.34 ,500000.00 ,3.32 ,1069.00 ,75152.07 
E01003893,Richmond upon Thames 009B,1616.00 ,21.79 ,413750.00 ,3.27 ,847.00 ,56230.62 
E01003894,Richmond upon Thames 009C,1643.00 ,16.61 ,660000.00 ,4.25 ,928.00 ,65860.53 
E01003895,Richmond upon Thames 009D,1718.00 ,44.79 ,492500.00 ,3.48 ,844.00 ,57285.46 
E01003896,Richmond upon Thames 014C,1646.00 ,31.01 ,297500.00 ,3.39 ,859.00 ,53679.01 
E01003897,Richmond upon Thames 014D,1761.00 ,19.67 ,385000.00 ,3.31 ,947.00 ,53728.56 
E01003898,Richmond upon Thames 015A,1490.00 ,18.09 ,333750.00 ,2.50 ,723.00 ,57581.16 
E01003899,Richmond upon Thames 015B,1377.00 ,16.75 ,328750.00 ,2.51 ,584.00 ,54898.46 
E01003900,Richmond upon Thames 015C,1562.00 ,74.37 ,327000.00 ,6.78 ,441.00 ,42060.39 
E01003901,Richmond upon Thames 015D,1640.00 ,28.03 ,350000.00 ,3.55 ,553.00 ,52179.54 
E01003902,Richmond upon Thames 015E,1296.00 ,16.20 ,335000.00 ,3.63 ,418.00 ,49332.15 
E01003903,Richmond upon Thames 015F,1627.00 ,67.96 ,357500.00 ,3.98 ,410.00 ,45125.75 
E01003904,Richmond upon Thames 015G,1536.00 ,24.17 ,333750.00 ,4.42 ,581.00 ,49495.78 
E01003905,Richmond upon Thames 010A,1435.00 ,36.56 ,323500.00 ,3.87 ,429.00 ,47076.55 
E01003906,Richmond upon Thames 010B,1618.00 ,20.83 ,260000.00 ,4.87 ,500.00 ,45258.57 
E01003907,Richmond upon Thames 010C,1683.00 ,23.86 ,292500.00 ,6.02 ,377.00 ,38899.98 
E01003908,Richmond upon Thames 010D,1817.00 ,29.19 ,325000.00 ,4.33 ,563.00 ,48673.29 
E01003909,Richmond upon Thames 010E,1569.00 ,22.23 ,380000.00 ,4.32 ,510.00 ,47540.17 
E01003910,Richmond upon Thames 011D,1630.00 ,29.64 ,345000.00 ,2.88 ,525.00 ,49991.83 
E01003911,Southwark 020A,1985.00 ,11.22 ,268000.00 ,10.27 ,587.00 ,35991.46 
E01003912,Southwark 019A,1595.00 ,8.18 ,124000.00 ,13.75 ,288.00 ,29420.57 
E01003913,Southwark 024A,1847.00 ,23.54 ,412500.00 ,5.75 ,819.00 ,55762.65 
E01003914,Southwark 024B,1842.00 ,14.56 ,461502.00 ,8.78 ,755.00 ,49330.25 
E01003915,Southwark 024C,1940.00 ,9.74 ,242000.00 ,11.09 ,618.00 ,37159.78 
E01003916,Southwark 020B,2190.00 ,15.09 ,290000.00 ,9.78 ,736.00 ,39105.46 
E01003917,Southwark 020C,1775.00 ,11.15 ,392500.00 ,8.50 ,589.00 ,38305.79 
E01003918,Southwark 020D,1602.00 ,8.68 ,155000.00 ,12.52 ,342.00 ,31669.53 
E01003919,Southwark 021A,1776.00 ,14.97 ,352475.00 ,7.18 ,650.00 ,42103.81 
E01003920,Southwark 021B,1854.00 ,8.69 ,159000.00 ,11.63 ,451.00 ,31431.44 
E01003921,Southwark 021C,1461.00 ,11.93 ,192850.00 ,12.45 ,387.00 ,33533.63 
E01003922,Southwark 021D,1917.00 ,13.87 ,220000.00 ,9.85 ,533.00 ,34720.74 
E01003923,Southwark 017A,1735.00 ,11.87 ,286250.00 ,9.18 ,664.00 ,42249.61 
E01003924,Southwark 021E,1928.00 ,7.95 ,232500.00 ,11.47 ,417.00 ,29992.63 
E01003925,Southwark 020E,1336.00 ,8.82 ,290000.00 ,12.01 ,272.00 ,32952.92 
E01003926,Southwark 021F,1423.00 ,10.70 ,202000.00 ,10.04 ,346.00 ,33859.55 
E01003927,Southwark 002A,2377.00 ,28.27 ,363000.00 ,5.19 ,1123.00 ,51705.74 
E01003929,Southwark 002B,2111.00 ,23.45 ,360000.00 ,5.34 ,1138.00 ,57497.01 
E01003930,Southwark 034A,1496.00 ,10.77 ,280000.00 ,10.90 ,468.00 ,40629.51 
E01003932,Southwark 034B,1573.00 ,12.23 ,250000.00 ,13.45 ,510.00 ,34685.36 
E01003933,Southwark 034C,1751.00 ,22.10 ,304000.00 ,7.30 ,643.00 ,47079.98 
E01003934,Southwark 002C,1422.00 ,23.54 ,727500.00 ,7.69 ,672.00 ,56110.37 
E01003935,Southwark 002D,1342.00 ,14.06 ,691250.00 ,8.20 ,474.00 ,52022.34 
E01003936,Southwark 009A,1845.00 ,9.42 ,465000.00 ,2.35 ,973.00 ,78659.70 
E01003937,Southwark 009B,1553.00 ,9.60 ,250000.00 ,5.10 ,874.00 ,50363.96 
E01003938,Southwark 006A,1814.00 ,7.72 ,252999.50 ,9.22 ,713.00 ,38332.93 
E01003939,Southwark 002E,1850.00 ,15.31 ,367500.00 ,5.63 ,962.00 ,51538.46 
E01003940,Southwark 006B,1483.00 ,5.44 ,250000.00 ,11.84 ,397.00 ,33321.15 
E01003941,Southwark 006C,1897.00 ,9.36 ,520000.00 ,4.92 ,961.00 ,53458.76 
E01003942,Southwark 006D,1637.00 ,11.91 ,282497.50 ,8.21 ,556.00 ,33966.45 
E01003943,Southwark 009C,1367.00 ,6.07 ,245999.50 ,8.91 ,354.00 ,32669.24 
E01003945,Southwark 033A,1663.00 ,83.79 ,316500.00 ,3.72 ,817.00 ,68004.64 
E01003946,Southwark 033B,1768.00 ,45.80 ,359500.00 ,6.92 ,717.00 ,62750.94 
E01003947,Southwark 033C,1517.00 ,13.97 ,238000.00 ,14.12 ,324.00 ,32658.17 
E01003948,Southwark 033D,1566.00 ,26.75 ,245750.00 ,5.35 ,694.00 ,57074.44 
E01003949,Southwark 032A,1870.00 ,22.71 ,250000.00 ,4.37 ,848.00 ,61003.67 
E01003950,Southwark 032B,1906.00 ,24.48 ,228500.00 ,12.17 ,538.00 ,36038.83 
E01003951,Southwark 033E,1522.00 ,105.88 ,575000.00 ,4.88 ,644.00 ,75326.62 
E01003952,Southwark 030A,1640.00 ,13.21 ,560000.00 ,5.38 ,787.00 ,65435.73 
E01003953,Southwark 028A,2082.00 ,20.27 ,430000.00 ,5.61 ,1083.00 ,61123.26 
E01003954,Southwark 030B,1598.00 ,10.11 ,464000.00 ,4.87 ,744.00 ,62181.52 
E01003955,Southwark 028B,1817.00 ,13.94 ,372000.00 ,5.62 ,858.00 ,57907.94 
E01003956,Southwark 030C,1685.00 ,11.55 ,410000.00 ,4.88 ,829.00 ,66298.46 
E01003957,Southwark 032C,1788.00 ,16.88 ,294000.00 ,4.68 ,766.00 ,63540.28 
E01003958,Southwark 032D,1711.00 ,15.90 ,410500.00 ,5.03 ,678.00 ,59435.89 
E01003960,Southwark 012A,1863.00 ,12.67 ,295000.00 ,6.52 ,655.00 ,37823.91 
E01003961,Southwark 012B,2045.00 ,11.99 ,194000.00 ,10.50 ,434.00 ,30434.48 
E01003963,Southwark 016A,1648.00 ,5.94 ,195000.00 ,12.91 ,326.00 ,29689.17 
E01003964,Southwark 015A,1927.00 ,44.33 ,441500.00 ,9.52 ,516.00 ,37058.64 
E01003966,Southwark 015B,1941.00 ,10.23 ,193500.00 ,9.75 ,450.00 ,32553.48 
E01003967,Southwark 016B,1673.00 ,5.81 ,202000.00 ,16.11 ,338.00 ,28754.22 
E01003968,Southwark 015C,1441.00 ,5.33 ,138000.00 ,15.05 ,255.00 ,28962.67 
E01003969,Southwark 017B,1858.00 ,28.42 ,244500.00 ,6.89 ,620.00 ,38363.31 
E01003970,Southwark 016C,1486.00 ,20.03 ,264400.00 ,11.97 ,278.00 ,31347.21 
E01003971,Southwark 015D,1809.00 ,6.37 ,0.00 ,18.60 ,276.00 ,28213.62 
E01003972,Southwark 016D,1654.00 ,7.28 ,215000.00 ,8.91 ,456.00 ,35301.00 
E01003973,Southwark 016E,1650.00 ,8.86 ,186500.00 ,10.34 ,384.00 ,32912.76 
E01003974,Southwark 015E,1268.00 ,5.58 ,125000.00 ,10.88 ,213.00 ,30317.09 
E01003975,Southwark 004A,1630.00 ,8.18 ,332500.00 ,9.81 ,382.00 ,32904.10 
E01003976,Southwark 003A,1955.00 ,12.00 ,385000.00 ,7.89 ,752.00 ,41945.77 
E01003977,Southwark 010A,1672.00 ,12.93 ,156500.00 ,10.30 ,377.00 ,32794.39 
E01003978,Southwark 004B,1840.00 ,13.85 ,275000.00 ,8.35 ,809.00 ,44681.13 
E01003979,Southwark 006E,1784.00 ,16.74 ,307500.00 ,7.89 ,681.00 ,44169.26 
E01003980,Southwark 013A,1906.00 ,19.40 ,201500.00 ,8.09 ,524.00 ,34642.37 
E01003981,Southwark 006F,1675.00 ,19.03 ,328000.00 ,5.27 ,705.00 ,40037.23 
E01003983,Southwark 018A,2022.00 ,11.74 ,127000.00 ,15.38 ,327.00 ,29104.91 
E01003984,Southwark 023A,1997.00 ,16.48 ,236375.00 ,10.36 ,609.00 ,34785.21 
E01003986,Southwark 011A,1235.00 ,18.03 ,164750.00 ,13.75 ,224.00 ,29190.46 
E01003987,Southwark 011B,1777.00 ,13.73 ,249995.00 ,10.21 ,353.00 ,31638.91 
E01003988,Southwark 018B,2193.00 ,38.66 ,200000.00 ,12.00 ,497.00 ,31495.48 
E01003989,Southwark 018C,1960.00 ,24.52 ,130000.00 ,14.08 ,400.00 ,31306.40 
E01003990,Southwark 018D,2132.00 ,14.29 ,225000.00 ,12.81 ,482.00 ,32353.97 
E01003991,Southwark 017C,1208.00 ,7.89 ,250000.00 ,9.48 ,257.00 ,29986.62 
E01003992,Southwark 014A,1492.00 ,7.37 ,249975.00 ,10.74 ,328.00 ,32641.50 
E01003993,Southwark 017D,1713.00 ,8.58 ,130000.00 ,11.75 ,339.00 ,32126.04 
E01003994,Southwark 012E,1493.00 ,14.12 ,220000.00 ,10.08 ,432.00 ,33126.30 
E01003995,Southwark 014B,1384.00 ,6.42 ,250000.00 ,11.22 ,468.00 ,36300.68 
E01003997,Southwark 017E,1219.00 ,7.64 ,339000.00 ,9.34 ,413.00 ,39745.02 
E01003998,Southwark 014D,1331.00 ,9.36 ,322700.00 ,7.67 ,582.00 ,47866.44 
E01003999,Southwark 014E,1442.00 ,8.79 ,225000.00 ,9.68 ,478.00 ,37764.03 
E01004000,Southwark 026A,1881.00 ,16.23 ,250000.00 ,8.29 ,536.00 ,36357.28 
E01004001,Southwark 026B,1738.00 ,19.54 ,320000.00 ,10.05 ,355.00 ,33335.71 
E01004002,Southwark 029A,1609.00 ,33.73 ,389750.00 ,8.42 ,596.00 ,52402.65 
E01004003,Southwark 023B,1702.00 ,12.63 ,207500.00 ,14.36 ,373.00 ,32597.59 
E01004004,Southwark 023C,2499.00 ,19.59 ,273000.00 ,9.13 ,842.00 ,36407.31 
E01004005,Southwark 023D,2223.00 ,15.36 ,189975.00 ,14.06 ,510.00 ,31388.03 
E01004006,Southwark 023E,1968.00 ,15.14 ,270000.00 ,13.12 ,596.00 ,37563.22 
E01004007,Southwark 018E,1261.00 ,7.99 ,210000.00 ,11.36 ,221.00 ,31009.51 
E01004008,Southwark 022B,2141.00 ,10.04 ,167500.00 ,15.03 ,484.00 ,32592.28 
E01004010,Southwark 022D,1526.00 ,12.86 ,180000.00 ,11.18 ,380.00 ,34042.49 
E01004011,Southwark 019B,2112.00 ,11.42 ,160000.00 ,12.94 ,455.00 ,31656.51 
E01004012,Southwark 019C,2502.00 ,14.07 ,198750.00 ,10.66 ,698.00 ,36241.67 
E01004013,Southwark 019D,1656.00 ,10.46 ,161000.00 ,11.82 ,363.00 ,32199.41 
E01004014,Southwark 019E,1784.00 ,9.17 ,177500.00 ,13.56 ,384.00 ,31517.14 
E01004015,Southwark 028C,1558.00 ,57.21 ,327500.00 ,4.12 ,696.00 ,60050.87 
E01004016,Southwark 029B,2349.00 ,57.13 ,330000.00 ,7.99 ,801.00 ,47728.68 
E01004017,Southwark 029C,1548.00 ,35.57 ,300000.00 ,5.19 ,628.00 ,60964.41 
E01004018,Southwark 032E,1905.00 ,26.99 ,295000.00 ,4.15 ,876.00 ,65332.58 
E01004019,Southwark 026C,2319.00 ,13.68 ,338750.00 ,7.50 ,782.00 ,42426.20 
E01004020,Southwark 029D,1730.00 ,19.58 ,195000.00 ,12.91 ,453.00 ,36028.35 
E01004021,Southwark 028D,2109.00 ,15.17 ,323000.00 ,4.99 ,1114.00 ,58983.22 
E01004022,Southwark 004C,2483.00 ,23.21 ,262500.00 ,7.85 ,928.00 ,40116.02 
E01004023,Southwark 004D,1540.00 ,11.43 ,400000.00 ,9.49 ,433.00 ,36421.12 
E01004024,Southwark 011C,1860.00 ,12.04 ,199000.00 ,12.39 ,418.00 ,30002.88 
E01004027,Southwark 003E,2072.00 ,30.23 ,330000.00 ,7.28 ,952.00 ,44433.31 
E01004028,Southwark 004E,1651.00 ,11.98 ,224500.00 ,9.40 ,518.00 ,36951.07 
E01004029,Southwark 001A,1835.00 ,10.77 ,375000.00 ,4.09 ,950.00 ,61834.64 
E01004030,Southwark 007A,1457.00 ,9.39 ,540000.00 ,7.65 ,614.00 ,42349.30 
E01004031,Southwark 007B,2060.00 ,42.62 ,287500.00 ,6.14 ,733.00 ,41198.83 
E01004032,Southwark 001B,1695.00 ,13.65 ,380000.00 ,4.40 ,972.00 ,72144.56 
E01004033,Southwark 007C,1519.00 ,14.53 ,271000.00 ,10.75 ,460.00 ,35205.13 
E01004034,Southwark 007D,1541.00 ,13.20 ,193500.00 ,9.31 ,360.00 ,34164.62 
E01004035,Southwark 011D,1622.00 ,22.43 ,183475.00 ,11.28 ,346.00 ,31831.62 
E01004036,Southwark 007E,2014.00 ,9.69 ,176250.00 ,12.01 ,455.00 ,31739.15 
E01004037,Southwark 010B,1953.00 ,14.83 ,188750.00 ,8.99 ,572.00 ,35129.67 
E01004038,Southwark 010C,2340.00 ,21.46 ,183000.00 ,11.09 ,631.00 ,38365.22 
E01004039,Southwark 013B,1568.00 ,8.56 ,219750.00 ,8.57 ,493.00 ,37725.54 
E01004040,Southwark 013C,1780.00 ,11.02 ,169250.00 ,10.89 ,413.00 ,28255.43 
E01004041,Southwark 013D,1660.00 ,7.68 ,181500.00 ,10.51 ,319.00 ,32151.57 
E01004042,Southwark 010D,1712.00 ,14.78 ,222000.00 ,10.53 ,329.00 ,30509.59 
E01004043,Southwark 010E,1366.00 ,11.95 ,340000.00 ,7.85 ,360.00 ,39939.06 
E01004044,Southwark 013E,1401.00 ,7.03 ,284500.00 ,10.25 ,268.00 ,33497.38 
E01004045,Southwark 027A,1518.00 ,6.23 ,188500.00 ,14.23 ,321.00 ,33143.88 
E01004046,Southwark 028E,1633.00 ,14.77 ,321333.00 ,5.25 ,806.00 ,60476.46 
E01004047,Southwark 027B,1595.00 ,10.12 ,185000.00 ,11.49 ,345.00 ,32848.88 
E01004048,Southwark 027C,1587.00 ,40.42 ,343750.00 ,5.36 ,640.00 ,53650.88 
E01004049,Southwark 027D,1672.00 ,10.73 ,323000.00 ,7.80 ,442.00 ,38138.08 
E01004050,Southwark 024D,1475.00 ,18.46 ,254000.00 ,4.96 ,783.00 ,62765.88 
E01004051,Southwark 027E,1383.00 ,15.11 ,236500.00 ,3.09 ,747.00 ,64259.15 
E01004052,Southwark 024E,1766.00 ,17.29 ,294500.00 ,4.39 ,885.00 ,61773.20 
E01004053,Southwark 001C,1836.00 ,14.75 ,352500.00 ,3.04 ,1056.00 ,74666.72 
E01004054,Southwark 001D,1656.00 ,12.33 ,312500.00 ,4.68 ,969.00 ,73794.57 
E01004055,Southwark 001E,1291.00 ,19.69 ,277500.00 ,11.42 ,211.00 ,35947.71 
E01004056,Southwark 008A,2065.00 ,18.75 ,298725.00 ,6.16 ,917.00 ,54218.43 
E01004057,Southwark 008B,1500.00 ,24.36 ,308500.00 ,6.46 ,613.00 ,54220.97 
E01004058,Southwark 008C,1699.00 ,14.03 ,318000.00 ,3.13 ,1121.00 ,78292.37 
E01004059,Southwark 008D,1487.00 ,31.36 ,348000.00 ,2.85 ,1020.00 ,70731.29 
E01004060,Southwark 008E,1901.00 ,9.78 ,284250.00 ,7.95 ,698.00 ,39563.83 
E01004061,Southwark 025A,1750.00 ,20.89 ,463000.00 ,6.04 ,808.00 ,58012.95 
E01004062,Southwark 025B,1985.00 ,16.63 ,249950.00 ,8.19 ,631.00 ,37486.62 
E01004063,Southwark 025C,1959.00 ,17.58 ,443375.00 ,6.19 ,854.00 ,49441.09 
E01004064,Southwark 026D,1975.00 ,16.38 ,237000.00 ,9.63 ,480.00 ,35268.91 
E01004065,Southwark 025D,1525.00 ,11.23 ,444250.00 ,6.47 ,697.00 ,60204.06 
E01004066,Southwark 025E,2159.00 ,14.26 ,310000.00 ,8.37 ,730.00 ,39245.86 
E01004067,Southwark 022E,2165.00 ,23.26 ,247500.00 ,11.75 ,549.00 ,34447.31 
E01004068,Southwark 026E,2047.00 ,18.75 ,209750.00 ,11.16 ,487.00 ,34808.30 
E01004069,Southwark 031A,1437.00 ,91.69 ,975000.00 ,2.46 ,704.00 ,97551.27 
E01004070,Southwark 031B,1985.00 ,32.16 ,412500.00 ,4.63 ,934.00 ,70875.98 
E01004071,Southwark 030D,1579.00 ,12.56 ,354000.00 ,6.83 ,657.00 ,55819.18 
E01004072,Southwark 030E,1738.00 ,28.16 ,652950.00 ,2.76 ,846.00 ,83772.69 
E01004073,Southwark 031C,1931.00 ,19.97 ,652500.00 ,4.29 ,997.00 ,82354.50 
E01004074,Southwark 031D,1883.00 ,35.36 ,695000.00 ,3.19 ,920.00 ,86505.87 
E01004075,Southwark 031E,1849.00 ,58.89 ,1087500.00 ,2.58 ,964.00 ,100256.99 
E01004076,Sutton 011A,1487.00 ,343.12 ,198000.00 ,6.36 ,315.00 ,38112.02 
E01004077,Sutton 011B,1560.00 ,26.41 ,233750.00 ,4.98 ,270.00 ,39067.06 
E01004078,Sutton 011C,1617.00 ,32.27 ,190000.00 ,7.24 ,293.00 ,36255.10 
E01004079,Sutton 011D,1399.00 ,32.05 ,277500.00 ,2.82 ,300.00 ,53486.44 
E01004080,Sutton 011E,1332.00 ,29.54 ,307500.00 ,4.21 ,276.00 ,48073.41 
E01004081,Sutton 011F,1507.00 ,17.02 ,240000.00 ,4.88 ,310.00 ,40995.56 
E01004082,Sutton 011G,1407.00 ,17.57 ,275000.00 ,4.01 ,290.00 ,45124.39 
E01004083,Sutton 019A,1420.00 ,24.57 ,151550.00 ,10.15 ,177.00 ,27102.28 
E01004084,Sutton 024A,1462.00 ,50.81 ,478500.00 ,4.57 ,455.00 ,62815.03 
E01004085,Sutton 024B,1595.00 ,80.88 ,437475.00 ,4.55 ,511.00 ,57854.46 
E01004086,Sutton 019B,1617.00 ,55.86 ,250000.00 ,5.23 ,386.00 ,38590.31 
E01004087,Sutton 017A,1465.00 ,35.84 ,380000.00 ,4.51 ,390.00 ,56496.01 
E01004088,Sutton 019C,1818.00 ,46.89 ,167750.00 ,13.81 ,148.00 ,25574.23 
E01004089,Sutton 019D,1290.00 ,11.22 ,153500.00 ,9.36 ,153.00 ,26669.64 
E01004090,Sutton 021A,1193.00 ,18.94 ,166500.00 ,11.01 ,204.00 ,28854.02 
E01004091,Sutton 022A,1282.00 ,37.43 ,495000.00 ,3.35 ,416.00 ,64554.71 
E01004092,Sutton 022B,1437.00 ,64.89 ,227500.00 ,3.38 ,551.00 ,62870.21 
E01004093,Sutton 025A,1522.00 ,40.30 ,395000.00 ,3.51 ,567.00 ,65550.95 
E01004094,Sutton 025B,1677.00 ,27.77 ,261000.00 ,2.59 ,505.00 ,50391.43 
E01004095,Sutton 025C,1511.00 ,29.01 ,262000.00 ,4.08 ,604.00 ,63663.39 
E01004096,Sutton 021B,1426.00 ,15.38 ,182500.00 ,3.54 ,486.00 ,39582.93 
E01004097,Sutton 015A,1676.00 ,27.21 ,286250.00 ,3.96 ,458.00 ,52300.49 
E01004098,Sutton 015B,1256.00 ,22.33 ,280000.00 ,4.27 ,431.00 ,53396.67 
E01004099,Sutton 015C,1441.00 ,38.86 ,209000.00 ,4.64 ,442.00 ,39771.83 
E01004100,Sutton 015D,1354.00 ,35.13 ,325000.00 ,3.94 ,335.00 ,47665.82 
