lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01032574,Enfield 037E,1004,6208,3604,2106,1803,2202,2102,1608,39,507,1609,3106,609,61,5008,4902,5303,5,405,2,2401,3,0,908,701,2306,2603,2009,2701,9806,104,802,1203,5409,2405,212750,2709,1306,1402,102,809,2202,1201,907,603,603,8704,8201,1205,504,4106,4409,1006,203,6,8,4,23636
E01001690,Greenwich 001A,1003,6607,1306,1509,13,1704,4401,906,5309,401,206,3705,109,4601,6705,3205,6103,6,4,1,501,8,5,2402,702,507,1205,6905,705,9905,5,106,709,2704,63,157500,2502,1508,1303,109,803,2509,907,405,8,803,8307,8004,1205,701,4906,43,606,6,2,6,302,25123
E01001692,Greenwich 001B,1407,6604,704,2103,1406,2202,3003,1107,54,402,407,3509,102,46,6606,3304,5902,9,3,1,508,1,4,2602,7,408,1406,7007,902,9902,8,302,409,2308,6801,157000,26,1604,15,105,809,24,801,805,607,606,8607,8403,1001,506,55,3501,808,8,4,6,209,24073
E01001693,Greenwich 001C,1301,6404,1306,1704,1206,2206,3303,1401,4308,503,601,4402,6,5602,6007,3903,6108,206,3,1,508,6,3,2004,802,306,804,8003,7,9801,109,106,307,1802,7605,170000,2205,1505,17,8,10,2303,1009,1001,604,705,8601,8403,909,508,57,3506,602,8,3,5,301,23497
E01001694,Greenwich 001D,907,6806,3804,2209,1804,14,2704,1702,4501,405,305,4503,106,5409,5706,4204,72,3,1,2,506,1,1,14,705,1202,3006,2903,2608,9902,8,706,1706,4504,2902,149250,2004,1301,1206,109,907,3007,1105,909,507,606,8707,8503,907,409,38,4408,1506,103,3,8,301,27787
E01001687,Greenwich 002A,809,6704,4106,1706,1802,1405,3802,1105,4805,509,1108,3106,202,5105,60,40,5805,105,204,1,609,104,3,2105,704,1201,2602,3708,2007,9801,109,209,1209,4901,3501,150500,2405,1206,1206,107,807,2704,1204,707,807,803,83,8006,12,704,4304,4608,706,108,4,7,2,26362
E01001688,Greenwich 002B,1005,6205,3505,2505,1102,2008,2803,1402,4003,506,801,4408,102,5907,5708,4202,6407,103,1,2,705,3,1,1806,603,504,3203,2702,3103,9805,105,708,1402,3703,4007,161000,1803,1009,1303,101,803,3702,1008,609,603,603,8703,8608,901,401,4008,4602,1107,102,1,7,301,29131
E01033739,Greenwich 002E,904,7203,1108,2107,1601,1608,2703,18,3801,505,906,4502,106,6109,4707,5203,62,8,302,1,906,3,1,1806,504,307,2202,1806,4703,9907,3,106,402,1001,8401,147500,807,1007,1304,102,11,4002,1408,1105,309,403,9108,9009,509,302,4301,4706,707,101,5,7,2,29288
E01033740,Greenwich 002F,807,6605,1605,28,1605,1605,2108,1701,3407,508,15,4105,3,6503,5009,4901,5803,202,207,4,1207,6,1,1508,703,708,34,1405,3701,9905,5,609,1801,4108,3303,167000,1004,1103,1208,102,905,4105,1302,909,302,306,9302,9101,605,205,3105,5106,1508,9,2,9,207,32909
E01033741,Greenwich 002G,13,7608,57,2704,1302,2108,1909,1707,4205,607,1104,3702,201,5705,6008,3902,5705,107,102,5,1108,1,7,1905,6,603,4208,1601,3209,9906,4,1106,2309,3609,2706,161250,2105,16,1609,108,805,2608,803,7,506,608,8706,8501,1002,408,3402,4607,1702,103,7,9,204,31083
E01033743,Greenwich 002H,1005,6005,10001,2703,1006,2505,1806,1801,2901,509,701,5606,103,7009,52,48,7201,101,7,0,607,7,1,1402,403,207,3104,2802,3209,9702,208,901,2408,3506,3005,207500,1308,1107,1103,1,9,4009,1203,1103,408,308,9104,9006,601,303,3803,4605,1306,105,2,8,203,30237
E01033745,Greenwich 002I,9,6309,5604,2804,1701,2102,1706,1507,4101,407,602,46,201,5809,5706,4204,6209,1,3,1,7,5,4,2108,601,609,3702,1903,2901,9907,3,704,2907,4909,13,166500,1205,1309,1505,104,805,38,1002,901,406,401,9103,8902,704,305,3001,5103,1502,205,8,9,201,31450
E01001575,Greenwich 003A,1209,6007,2109,1602,1605,2402,27,16,4903,5,603,3803,101,5007,6705,3205,5807,5,101,1,1009,8,1,2006,703,1507,2009,5103,1007,9709,201,304,807,4707,3809,161000,2802,1507,1309,204,906,2107,806,801,10,704,8205,8004,1201,704,4701,4102,907,105,5,7,303,23544
E01001576,Greenwich 003B,1407,5906,2309,2004,1404,2405,3201,807,5504,402,402,3403,109,4406,6907,3003,6106,1,102,1,804,7,7,2002,7,1104,1709,5904,904,9905,5,302,701,3705,5109,162000,3306,1208,1504,106,906,1901,709,802,1107,702,8101,7808,1204,808,5108,3804,704,2,3,6,2,23403
E01001577,Greenwich 003C,1103,6005,2101,1803,1308,2004,3606,1009,5101,501,604,3506,108,4809,6705,3205,5906,101,105,0,704,104,5,2101,704,1601,22,4901,1104,9807,103,305,808,4406,4108,153500,2809,1402,1405,104,806,2401,803,707,1001,803,8106,7901,1301,708,5103,3704,902,108,3,6,206,23458
E01001578,Greenwich 003D,1108,6607,2702,2104,1708,1609,2807,1502,5007,4,902,3401,2,4903,6207,3703,5905,1,203,0,803,108,8,1909,603,1308,2807,2809,2506,9803,107,209,10,4608,4001,156000,21,1501,15,202,909,2609,909,706,702,604,8603,8209,1009,602,4605,4303,808,1,5,7,309,27227
E01001579,Greenwich 003E,1103,6203,2503,19,2102,2104,2902,903,5504,308,8,3108,1,4406,6908,3002,6105,9,101,0,508,303,1,1806,807,1408,2501,4807,11,9805,105,206,2004,3909,3609,173000,2907,1407,1407,201,807,2202,707,903,803,8,8307,8106,1205,509,4201,4409,1007,109,5,7,203,25148
E01001709,Greenwich 004B,13,6807,7703,13,1308,1702,4009,1502,5404,602,13,2405,109,4506,6506,3404,4504,209,404,4,1003,6,3,2608,9,503,1206,6302,18,9802,108,104,402,2305,71,129500,2508,1402,1501,107,904,25,808,8,9,904,8106,7809,1309,702,5801,3404,603,1,2,5,4,24437
E01001711,Greenwich 004C,801,7602,1704,15,1502,1201,40,1706,4808,601,1706,2508,108,5102,5105,4805,4908,203,503,1,1003,9,6,2401,605,602,2304,2507,4308,9801,109,106,509,2201,7002,120000,1406,907,1305,101,1204,3704,1102,1501,505,509,8805,8608,808,404,5101,3809,708,105,7,6,209,28658
E01001712,Greenwich 004D,1201,66,1607,16,908,1903,3909,15,4805,503,1202,3106,205,5105,6102,3808,5305,106,301,1,1109,4,2,2202,609,401,806,6902,1601,9709,201,7,305,907,8601,88500,2409,1107,1203,106,808,29,1108,906,803,804,8303,8008,1205,607,6207,3004,601,4,4,5,405,24920
E01033731,Greenwich 004E,402,8602,2005,707,2504,806,4602,1202,6104,701,1301,1508,207,3806,5902,4008,5009,201,209,3,407,7,1,3109,605,309,1306,3107,2502,9704,206,5,3,301,96,228000,5,806,1007,1,1007,5505,904,808,201,308,9401,9006,705,2,61,3609,104,7,0,4,607,38710
E01033734,Greenwich 004F,606,7705,908,1303,2303,908,3701,1604,63,607,1008,1707,108,37,6607,3303,4407,3,302,1,703,8,9,3508,7,206,2007,2104,3007,9708,202,105,309,1509,7807,253000,707,608,1001,6,1006,5801,601,908,3,406,9204,91,604,207,4603,4707,504,5,2,6,306,38732
E01033735,Greenwich 004G,1106,7706,1004,11,1602,706,4607,1806,4603,603,1609,2602,403,5307,4308,5602,5007,101,402,3,1303,105,4,2007,708,202,407,3604,5401,9609,301,0,1,107,9702,151500,15,805,809,2,803,4305,1308,1408,5,509,8901,8602,1003,305,7404,2405,9,0,2,3,702,25656
E01033736,Greenwich 004H,4,8902,1208,904,3201,403,3905,1408,6909,504,1106,11,201,3001,6103,3807,4502,102,209,4,401,6,4,3803,608,308,2403,601,5806,9409,501,2,6,9,9801,275000,402,602,604,7,1009,6501,605,509,102,307,9501,9306,502,102,5205,4108,503,5,0,5,208,49707
E01033737,Greenwich 004I,1107,67,2306,1606,1005,1906,3702,1601,4007,406,1807,3104,405,5903,5406,4504,5006,403,605,0,1203,101,7,1609,706,407,903,5903,2404,98,2,8,604,1706,7502,215000,2502,12,1307,104,906,2508,1203,1209,706,806,8308,8003,13,608,62,3304,4,5,2,4,605,23742
E01001705,Greenwich 005A,1406,6503,1706,1705,1108,2205,3104,1607,4401,607,11,3605,107,5509,6205,3705,5206,3,202,3,1109,7,8,2104,703,403,906,6308,1702,9804,106,301,709,25,6306,81500,2407,1304,1603,106,807,2508,904,1101,709,702,8408,8307,1003,509,5905,3101,7,5,2,6,408,22512
E01001706,Greenwich 005B,1306,71,1102,1504,2003,2404,2308,1601,4504,702,19,2706,8,5406,6302,3608,5103,301,1,0,1302,7,2,2305,609,603,1306,6506,1207,9804,106,309,1001,3407,5103,108000,2807,1206,15,8,1101,24,709,1107,909,804,8108,81,1103,707,4601,4108,1004,107,0,7,401,24241
E01001708,Greenwich 005C,1002,6703,1707,1902,2309,1303,3101,1205,7207,501,804,1209,9,2703,7601,2309,4906,103,108,0,607,4,6,3106,801,1905,3102,3101,1609,9502,408,205,1307,4409,3808,316500,1809,1005,1004,104,11,3904,805,604,7,9,8309,8101,1208,601,3707,4303,1606,2,5,8,304,35609
E01001710,Greenwich 005D,1606,6304,806,1602,1007,2308,3602,1301,4002,5,1406,3706,205,5908,5706,4204,4602,209,502,1,1801,1,1,1902,801,2,603,7804,1102,98,2,6,304,809,8701,163000,2903,1305,1402,1,809,22,11,1301,809,804,8206,8003,1209,608,6407,3004,407,3,0,4,408,20279
E01001713,Greenwich 005E,17,6005,1002,1908,904,2505,3205,1207,4009,509,1207,39,104,5901,5904,4006,4709,201,4,1,1404,1,2,2107,806,208,502,83,704,9701,209,203,104,307,9205,0,2505,1504,1708,103,905,2102,903,1005,807,708,8305,8005,1306,509,6005,34,409,6,0,5,403,22240
E01001672,Greenwich 006A,1003,70,36,1904,1602,1701,1803,29,3201,404,3802,24,103,6709,47,53,3603,608,18,0,1104,5,3,1409,702,1101,2705,2008,3807,9705,205,804,1005,6601,15,168500,2002,11,1303,1,11,2607,1608,1601,507,601,8801,8501,1009,4,51,40,706,103,2,6,403,25495
E01001673,Greenwich 006B,1607,6906,1705,1002,1704,1204,3701,2209,3202,306,3805,2207,209,6708,46,54,3806,409,1906,0,1108,405,1,1401,604,1004,1506,4203,2909,9707,203,508,808,3601,4902,167000,25,1402,1208,1,1001,2103,1505,1208,1102,801,8007,78,1201,10,59,3306,603,1,1,5,5,21915
E01001674,Greenwich 006C,903,6502,2104,2001,2108,1301,2601,1809,39,407,3003,2305,205,61,5504,4406,4608,309,1205,0,1008,601,3,1403,502,20,3503,21,2204,9804,106,708,3306,4503,1303,190750,2309,1301,1406,202,903,2403,1206,1206,701,804,8405,8205,1207,408,4106,4202,1403,106,3,8,301,27743
E01001675,Greenwich 006D,1007,7305,1505,1809,1405,1605,2307,2604,30,304,4304,2104,107,70,4401,5509,3807,708,2209,0,10,304,3,1103,506,1506,2606,2705,2809,9609,301,6,1205,61,2005,178750,2004,1309,1202,1,1005,2601,1508,1609,602,602,8706,8401,1105,403,4802,4201,804,101,2,6,406,26285
E01001677,Greenwich 006E,806,7005,2001,1902,1702,1708,2803,1705,4109,704,2409,2403,105,5801,5605,4305,4507,201,1009,0,908,408,5,1804,708,18,3709,1602,2504,9603,307,506,1407,5508,2309,175000,1703,15,1301,103,11,3007,1106,1101,502,601,8807,8507,909,404,4207,4201,1302,106,4,8,305,28314
E01001631,Greenwich 007B,1306,6701,1907,1605,1107,2108,3403,1506,3804,507,18,3506,204,6106,5901,4009,4907,205,703,3,1401,105,3,1902,502,408,807,70,1409,9804,106,1,5,907,8404,140000,2406,1305,15,9,1001,2406,1102,1005,801,606,8504,8209,1107,504,5805,3402,507,104,3,5,602,22040
E01001632,Greenwich 007C,908,7408,1201,1806,1406,1209,2109,32,2707,407,4104,2404,108,7203,4207,5703,3605,506,2007,0,1604,306,1,904,707,1908,25,1609,3507,9801,109,408,1008,5904,2409,168000,1703,1103,1108,1,1102,3002,1702,1409,508,604,8708,8602,902,405,48,3809,909,205,6,7,408,27450
E01001635,Greenwich 007D,1203,7309,2101,1708,2001,1505,2802,1804,5408,503,1702,1808,4,4502,6601,3309,4406,204,508,1,902,2,2,2708,801,2001,3902,1803,2105,9706,204,403,10,7305,1202,175000,1602,1405,1208,207,1305,3005,909,904,701,505,8704,8306,1107,406,3709,4608,1306,103,5,8,206,29217
E01001636,Greenwich 007E,1307,7208,1205,1403,1805,1005,3204,2403,4105,409,2906,2001,309,5805,5602,4308,4404,303,1304,0,9,402,1,1709,708,1607,2508,2309,3205,9704,206,306,709,5307,3408,202500,1808,1202,1107,104,1107,2704,1606,1007,6,704,8606,8302,1205,402,4407,41,1201,2,2,7,303,27137
E01033742,Greenwich 007F,1004,7901,1206,17,2205,1003,31,1901,4507,6,1308,3103,303,5403,5006,4904,5406,201,303,0,705,103,1,2405,607,306,2105,906,5009,9706,204,2,902,1108,77,190000,1105,807,1104,101,804,4803,1005,607,208,303,9309,9101,601,207,4309,4605,804,1,2,7,2,37255
E01033744,Greenwich 007G,1106,6509,1407,2007,1806,1806,2602,1509,4708,404,1207,3302,108,5202,5906,4004,5708,109,3,2,906,104,3,1909,6,7,2602,3607,2701,9706,204,602,1606,36,4102,158750,2205,1307,1304,106,904,2901,1002,707,1109,504,8208,8106,1009,705,4606,4206,903,9,6,7,3,27670
E01001571,Greenwich 008A,701,6804,1408,1905,2404,1704,2505,1302,5301,503,1406,2402,208,4609,6704,3206,5305,3,506,2,504,502,4,2102,801,2204,4407,1302,1807,9806,104,202,705,7707,1205,188000,2103,1403,1504,108,1205,2509,807,707,502,908,85,8504,11,305,3403,4502,1609,204,101,9,302,30491
E01001572,Greenwich 008B,705,6506,1608,2103,2502,1408,2408,1309,5806,501,809,26,104,4104,70,30,6001,6,302,0,6,101,5,2007,708,2404,4003,1206,2102,9705,205,407,12,7106,1108,177000,1806,1307,1602,205,1009,2907,805,606,604,608,8608,8503,1001,407,3401,4608,1406,308,6,9,4,31425
E01001573,Greenwich 008C,702,6803,1308,2402,2803,15,1907,1209,5304,506,1705,2106,2,4606,67,33,5804,106,704,0,604,301,4,1406,801,2805,4107,1303,1506,9808,102,309,1301,7007,1201,189250,1707,1603,1509,3,12,2502,908,807,607,506,8707,8504,1004,402,2805,4508,1909,403,106,101,301,29965
E01001574,Greenwich 008D,1509,6204,10005,1704,1108,2203,3905,9,5702,608,706,2606,108,4208,7108,2802,5409,101,201,2,703,108,5,24,8,708,1502,6307,1108,99,1,105,804,1402,7509,157000,2902,1507,1401,106,9,2108,806,7,1102,808,7909,7607,1508,705,5801,3203,708,103,5,5,3,22896
E01001629,Greenwich 009A,1109,6805,2006,1707,1601,1905,3102,1505,4707,604,1207,3107,104,5203,5707,4203,5305,203,307,3,908,6,3,2208,608,408,1102,5608,2208,9901,9,308,508,2706,6208,175000,2501,1205,1306,106,1003,2601,1008,902,708,802,8401,8207,1104,6,5805,3504,504,7,0,5,601,23508
E01001633,Greenwich 009B,1205,6808,1105,1601,1303,1804,3608,1503,4809,6,1309,2809,202,5101,6204,3706,4903,302,504,1,10,6,3,2502,509,806,17,56,1505,9809,101,209,8,34,5501,186500,2208,1406,1302,206,1101,2502,1006,1004,702,805,8403,81,1303,508,5501,3802,507,101,0,5,302,24121
E01001634,Greenwich 009C,1402,63,1106,1603,1303,25,3205,1207,5402,501,10,2806,201,4508,6801,3109,5308,209,104,0,1004,4,1,2409,602,301,907,7602,708,99,1,202,802,2201,6705,142500,3105,16,1405,201,805,1803,9,604,1004,909,7907,7609,1404,807,60,3406,408,4,1,5,309,22375
E01001637,Greenwich 009D,1007,7102,1806,1403,1807,1209,4007,1305,5006,506,2108,2001,109,4904,5901,4009,4605,205,609,1,906,405,4,2108,707,1604,2406,3107,2408,9509,401,307,9,4303,4306,215000,2205,1306,1301,2,10,2905,904,1201,709,801,84,80,1207,703,4707,4001,1006,104,1,7,3,26765
E01001695,Greenwich 011A,1207,6804,10,1601,1208,1407,3901,1703,4006,507,2405,2708,104,5904,5306,4604,4403,307,1106,2,1107,209,2,1609,804,705,1002,6401,17,9803,107,309,609,2401,65,192000,2705,1104,1404,106,1007,23,1104,1307,1005,807,8008,79,1209,801,6401,2702,7,104,3,5,607,22265
E01001696,Greenwich 011B,1303,6707,1401,1408,809,2409,3302,1802,3506,509,1502,4004,209,6404,4906,5004,4507,306,509,0,1903,102,1,1705,607,208,208,7004,2101,8305,1605,108,205,803,8705,170000,2805,1302,1306,6,1203,2101,1007,1602,803,706,8401,8204,1104,601,63,32,403,4,2,4,702,20280
E01001697,Greenwich 011C,12,6901,1502,1808,1009,2006,2901,2005,4105,507,2106,2902,201,5805,5404,4506,4907,3,701,0,907,307,3,20,604,1004,1502,3201,3705,96,4,309,905,3707,49,200000,2003,1109,1107,8,1008,3103,1302,1506,509,606,8705,8502,1002,406,5803,33,708,6,3,5,405,25111
E01001700,Greenwich 011D,1008,6901,1403,1606,1401,1806,2904,2102,3704,509,2606,2703,207,6206,5002,4908,4402,303,1202,2,1207,408,2,1708,407,1007,1805,3204,2903,9606,304,307,607,3008,5805,161500,1801,1207,1102,102,1101,3101,1407,1609,502,604,8804,8506,1001,403,5309,3503,801,108,9,6,402,25913
E01001703,Greenwich 011E,1707,6408,805,1909,802,1908,3608,1503,2605,4,1703,5007,106,7305,4806,5104,5009,207,401,1,2005,1,3,1506,508,208,906,7307,1106,9804,106,4,2,406,9301,153000,2302,1104,17,8,1004,2504,1109,1303,602,601,8707,8404,1007,409,6106,3306,404,1,3,5,301,20616
E01001704,Greenwich 011F,906,6809,14,1804,2201,1406,2805,1604,5308,503,1609,2103,206,4602,7002,2908,4603,106,402,1,808,605,5,2307,802,1604,3509,2708,1802,9506,404,503,804,5302,3301,220000,2107,1205,1301,109,1003,3204,802,702,707,804,8309,8201,1304,405,38,4304,1501,208,7,8,3,30493
E01001588,Greenwich 012A,703,6109,5201,1401,2104,1307,3603,1406,66,408,1502,1208,101,34,71,29,4704,106,702,3,702,8,1,2407,1008,1209,2202,4909,1209,9802,108,4,38,1608,4101,250000,2809,1007,11,107,907,3004,706,605,1402,1105,7403,74,1601,909,4905,3406,1105,306,8,7,305,28411
E01001589,Greenwich 012B,903,7206,2101,1501,2108,1401,2807,2003,6702,402,1508,11,109,3208,6607,3303,4604,301,505,2,206,201,6,3204,702,1009,2704,4207,1709,97,3,404,3206,2702,3507,223000,2208,908,1104,203,1001,3303,1003,1008,805,809,8205,8107,1205,509,4603,3805,1205,208,0,7,403,29076
E01001591,Greenwich 012C,1104,6503,2002,1601,1604,1805,3607,1203,5703,604,12,2205,109,4207,6607,3303,4904,2,302,3,1001,4,4,2602,708,705,1503,6107,1309,9802,108,207,1003,1409,72,225250,2308,14,1106,101,1005,2902,908,803,903,806,8201,7903,1309,608,5806,3208,704,8,4,5,407,25733
E01001595,Greenwich 012D,1102,6201,37,2106,1902,2105,2109,1507,5202,507,1709,2204,108,4708,6408,3502,4608,302,309,2,1102,207,3,2208,807,1502,2101,5308,809,99,1,407,2504,17,5209,247500,2607,1105,1309,2,1105,2601,803,909,806,805,8209,8107,12,603,4201,4407,11,109,3,7,303,27008
E01001590,Greenwich 014A,703,73,1506,1708,2105,12,29,1907,6306,605,1706,1004,2,3604,6603,3307,43,105,303,2,503,507,5,3201,804,20,3008,27,2104,96,4,109,1608,4101,4001,333500,1402,909,1304,101,809,4305,9,1004,506,6,8804,8602,908,401,4104,4508,11,109,0,7,407,39077
E01001592,Greenwich 014B,508,7201,2309,2003,2604,808,3204,1202,7306,501,1108,806,1,2604,7407,2503,4704,101,402,3,2,106,5,3301,908,1907,4203,1409,2202,9809,101,205,808,56,3206,250000,14,808,903,103,1004,4902,701,606,506,601,8803,8604,907,308,3406,5208,1104,101,1,8,4,46054
E01001593,Greenwich 014C,4,7008,1806,2102,3008,802,31,808,8409,4,408,502,1,1501,8106,1804,4804,6,101,2,206,5,4,3707,804,2807,3803,1407,1704,9801,109,204,902,6703,2102,350000,1305,703,905,109,907,5302,5,308,608,704,8508,8401,1006,503,2808,57,1202,105,4,9,4,51127
E01001594,Greenwich 014D,905,6409,15,17,1408,2303,2908,1501,5104,607,1302,2609,108,4806,6205,3705,4802,205,401,3,1104,2,6,2602,605,608,1608,6109,1207,9607,303,105,709,1308,7607,180000,2202,1302,1205,108,806,3309,707,803,806,705,8308,8108,1108,604,5007,4105,604,9,4,6,308,25723
E01001698,Greenwich 015A,1408,6701,1209,1607,1302,2203,3304,1404,3807,803,11,41,101,6103,5909,4001,5503,207,3,1,1006,7,5,2009,602,401,1604,5609,2103,9803,107,302,802,1807,6909,133000,2107,1205,1405,9,1209,2702,1004,1308,7,708,8503,8207,1007,606,5603,3503,705,7,1,5,205,23906
E01001699,Greenwich 015B,807,8202,6807,2208,1401,1606,3404,1201,5507,502,807,2703,3,4403,6506,3404,5507,106,108,1,904,0,5,26,5,108,1001,4905,3605,9701,209,301,703,1502,7405,117000,1407,1904,21,103,1101,2401,805,706,507,505,8808,8706,705,409,54,4109,305,5,2,5,408,25824
E01001701,Greenwich 015C,1108,6308,9508,2809,1509,11,36,802,6305,403,7,2206,206,3605,7105,2805,5806,108,104,3,603,102,1,2506,407,605,1307,3209,4101,8603,1307,3,1002,30,5607,189000,1804,14,1702,105,1202,2908,608,502,607,506,8707,8605,808,407,47,3906,1204,7,3,7,203,32601
E01001702,Greenwich 015D,1408,6005,805,2002,1606,2609,1409,2103,3306,601,1602,4104,207,6604,6104,3806,5101,402,106,0,1505,201,4,1809,602,408,1602,68,1001,99,1,5,1603,5408,24,152000,2703,15,1809,107,1005,1806,709,1004,602,708,86,8405,1004,501,5305,3703,708,101,4,6,201,23525
E01001581,Greenwich 016A,406,6906,2009,1308,2406,503,4603,10,8004,402,608,609,108,1906,7501,2409,50,9,104,4,204,6,101,3408,802,1208,2405,3803,2209,9607,303,208,1205,1101,7307,350000,1906,608,1003,106,901,4609,507,509,1008,801,8101,7808,1309,703,4701,4108,903,8,1,7,407,42797
E01001585,Greenwich 016B,501,6706,1709,2508,2903,601,2802,1007,8309,401,6,407,102,1601,79,21,4506,8,7,102,301,101,5,3809,801,25,3701,1708,1808,9708,202,307,2009,3201,4303,390000,1305,507,903,7,807,57,502,505,502,704,8703,8607,909,304,2909,5406,1204,202,8,9,309,55115
E01001586,Greenwich 016C,901,6406,2104,1403,23,1005,41,1101,7902,408,502,907,101,2008,7501,2409,5301,102,6,3,203,3,7,3305,709,2004,1909,3907,1902,9806,104,1008,901,1005,6906,217000,1501,608,1006,101,806,5202,504,506,1005,1103,7802,8005,1306,508,4305,4203,1107,106,9,7,307,42832
E01001587,Greenwich 016D,406,7104,2704,1603,2607,603,4109,808,8208,405,503,504,201,1702,7309,2601,4805,9,9,2,204,102,5,3607,807,2205,2705,2001,2303,8803,1107,505,1209,904,7202,377500,1008,505,9,9,709,6006,502,604,503,603,8804,8704,807,4,3803,4708,11,206,3,8,301,52646
E01001678,Greenwich 017A,603,65,2602,2209,2803,1305,2408,1004,6601,407,1106,1606,1,3309,7804,2106,5906,3,409,1,401,208,1,2009,702,2903,4501,1103,1203,9803,107,205,5406,3308,901,190000,2309,1409,1604,302,1202,2203,702,601,802,907,8201,8104,1301,505,2503,4605,1906,605,201,101,202,33754
E01001683,Greenwich 017B,1005,6906,1303,2009,2302,1308,2808,1303,5908,508,1409,1508,307,4002,7401,2509,4605,101,108,3,906,601,5,2603,709,1906,3303,2607,1901,9609,301,105,702,5902,3201,225000,2101,1302,1305,109,801,3002,12,5,808,806,8206,8004,1301,605,3908,43,1308,208,5,8,3,30603
E01001684,Greenwich 017C,907,6409,11806,1701,2507,1908,2508,1106,6302,306,1104,1909,108,3608,76,24,5403,4,303,0,408,6,5,2109,808,1903,3406,3505,901,9609,301,306,4009,3902,1602,205000,2607,1409,16,205,1002,2109,708,704,808,707,8305,8004,1308,508,2904,5003,1503,3,2,1,202,29065
E01001685,Greenwich 017D,906,6706,1801,1607,2507,1309,3108,1108,6609,307,1108,1403,303,3301,7805,2105,5401,4,604,1,402,102,5,2504,708,2201,3903,2003,1504,9706,204,206,2501,60,1203,168000,2204,13,13,205,1105,25,1207,6,706,803,8401,8207,1105,508,33,4802,1404,303,101,9,207,29842
E01001646,Greenwich 019A,709,7205,2101,1705,1804,1602,3207,1502,6006,608,1009,2004,104,3904,6701,3209,5308,8,207,0,701,5,1,2709,602,606,2802,3201,3002,9603,307,2,8,2301,6608,196225,1408,1105,1502,105,1105,3703,802,1009,6,508,8802,86,904,406,42,4604,1002,8,7,7,306,30354
E01001650,Greenwich 019B,708,6602,2009,1603,2906,1802,2101,1408,66,205,17,12,205,34,7404,2506,4907,108,509,1,502,305,2,26,706,1807,3006,3903,1004,9806,104,209,3409,5508,604,237500,2708,1402,1402,208,1002,2304,705,705,1003,905,8002,7809,1307,704,3408,4509,1405,301,108,9,209,27091
E01001651,Greenwich 019C,1008,6505,3007,1206,1803,16,3908,1303,62,505,1201,1801,202,38,7104,2806,5107,107,506,1,604,2,1,2506,608,1407,2209,4909,1004,9704,206,301,19,2608,5102,192500,3107,1304,1007,108,909,2407,709,704,1102,1001,7807,7608,1406,806,5401,3501,805,107,5,6,203,25688
E01001652,Greenwich 019D,403,6707,2606,1604,2806,506,3702,1202,7308,402,1202,806,102,2602,7406,2504,5203,107,401,1,504,104,6,2703,702,2303,3505,2007,1902,9704,206,407,3603,1307,4502,303500,2204,805,1102,202,805,4006,605,607,1002,708,8201,81,1304,506,3507,4008,1904,301,1,9,301,41182
E01001679,Greenwich 020A,506,6708,2103,2508,26,11,26,1103,6806,506,602,1801,106,3104,77,23,6203,4,1,0,408,207,2,1908,807,2602,50,11,1203,9608,302,407,14,7105,909,214995,1408,1409,1408,207,1008,3404,706,406,405,705,88,8704,907,208,2008,4808,2307,508,1,102,204,40553
E01001680,Greenwich 020B,605,6306,6009,2108,3604,709,2404,904,76,309,907,704,209,24,7901,2009,5703,4,206,0,308,202,3,2306,907,44,3906,203,1206,9703,207,1702,5809,8,1509,276250,1701,1007,1405,306,905,3705,701,304,505,803,8601,85,1106,304,2004,4604,2502,601,108,102,2,49659
E01001681,Greenwich 020C,708,7001,1506,2101,2406,1101,3104,1109,6706,607,902,1509,6,3204,7709,2201,5304,7,108,0,503,107,6,2705,901,2402,40,2005,1403,9606,304,306,1003,6302,23,190000,1408,1209,1406,209,10,3902,507,501,6,906,8403,8304,1208,308,3106,4705,1706,207,6,9,205,37476
E01001682,Greenwich 020D,605,6308,87,1702,3105,1103,2909,1001,7106,601,603,1304,206,2804,7901,2009,6005,5,2,0,304,2,4,2306,707,3301,3702,1608,902,9709,201,805,1901,4904,2301,231500,1505,1204,1409,306,11,3606,602,303,504,905,8501,8502,1008,4,2309,5006,2005,406,4,101,208,43078
