Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income,Population_Density
E01002302,Havering 005A,222,1877,3367.00 
E01002305,Havering 005B,169,1676,4795.00 
E01002308,Havering 005C,103,1225,4185.00 
E01002326,Havering 005D,92,1274,3263.00 
E01002331,Havering 005E,37,1645,3557.00 
E01002309,Havering 006A,222,983,3298.00 
E01002310,Havering 006B,123,267,3320.00 
E01002311,Havering 006C,37,724,4628.00 
E01002315,Havering 006D,60,714,2649.00 
E01002293,Havering 007A,1090,2357,4509.00 
E01002294,Havering 007B,762,3154,4706.00 
E01002296,Havering 007C,883,2587,4813.00 
E01002298,Havering 007D,680,2371,4187.00 
E01002300,Havering 007E,1106,2301,3703.00 
E01002333,Havering 008A,65,2657,3252.00 
E01002334,Havering 008B,806,3476,4641.00 
E01002336,Havering 008C,174,2433,3085.00 
E01002339,Havering 008D,1053,3643,4028.00 
E01002341,Havering 008E,200,2672,2966.00 
E01002327,Havering 009A,169,1833,3317.00 
E01002328,Havering 009B,489,2264,3367.00 
E01002332,Havering 009C,324,1796,3304.00 
E01002335,Havering 009D,83,1381,2497.00 
E01002338,Havering 009E,249,2680,2970.00 
E01002340,Havering 009F,514,3088,2920.00 
E01002268,Havering 010A,290,2873,4600.00 
E01002269,Havering 010B,558,2852,4556.00 
E01002295,Havering 010C,1072,2701,3292.00 
E01002377,Havering 010D,604,2682,4125.00 
E01002378,Havering 010E,443,2915,2934.00 
E01002383,Havering 010F,1226,3417,3412.00 
E01002244,Havering 011A,962,1693,3731.00 
E01002245,Havering 011B,382,1481,3079.00 
E01002325,Havering 011C,54,498,4554.00 
E01002329,Havering 011D,408,2175,3940.00 
E01002330,Havering 011E,680,1631,4256.00 
E01002337,Havering 012A,988,3854,4687.00 
E01002354,Havering 012B,1062,3797,3565.00 
E01002376,Havering 012C,1276,4249,3763.00 
E01002379,Havering 012D,1402,3472,3860.00 
E01002380,Havering 012E,2223,2149,3490.00 
E01002381,Havering 012F,721,2876,3917.00 
E01002243,Havering 013A,1507,959,2905.00 
E01002353,Havering 013B,2419,2796,4206.00 
E01002356,Havering 013C,1786,567,3884.00 
E01032741,Havering 013E,1040,1749,3307.00 
E01032742,Havering 013F,875,2120,2756.00 
E01002272,Havering 014A,402,3044,2749.00 
E01002274,Havering 014B,901,3281,3549.00 
E01002317,Havering 014C,806,3666,3935.00 
E01002318,Havering 014D,584,2916,3478.00 
E01002355,Havering 014E,730,3495,2792.00 
E01002382,Havering 014F,1744,3327,3600.00 
E01002270,Havering 015A,2335,4148,4499.00 
E01002271,Havering 015B,1736,4444,4375.00 
E01002273,Havering 015C,696,3917,4592.00 
E01002275,Havering 015D,995,3912,4126.00 
E01002319,Havering 016A,526,1673,3952.00 
E01002350,Havering 016B,1040,1379,3362.00 
E01002351,Havering 016C,1040,2072,2295.00 
E01002352,Havering 016D,1367,2439,3389.00 
E01002358,Havering 016E,1866,1934,2769.00 
E01002246,Havering 017A,538,1904,4362.00 
E01002247,Havering 017B,1141,1735,3677.00 
E01002248,Havering 017C,132,1158,4345.00 
E01002249,Havering 017D,2034,1947,4402.00 
E01002250,Havering 017E,482,1819,4674.00 
E01002251,Havering 017F,53,1000,3663.00 
E01002252,Havering 018A,148,2792,4694.00 
E01002256,Havering 018B,509,3168,3305.00 
E01002258,Havering 018C,696,1670,3490.00 
E01002259,Havering 018D,336,2919,4762.00 
E01002391,Havering 018E,696,3364,4828.00 
E01002253,Havering 019A,1331,4050,4665.00 
E01002254,Havering 019B,1409,3979,4386.00 
E01002257,Havering 019C,2440,4397,4553.00 
E01002384,Havering 019D,1528,3740,4242.00 
E01002359,Havering 020A,174,3329,2777.00 
E01002360,Havering 020B,254,1916,3983.00 
E01002361,Havering 020C,705,1480,3877.00 
E01002363,Havering 020D,186,1302,3018.00 
E01002367,Havering 020E,705,2945,3956.00 
E01002320,Havering 021A,413,3162,2414.00 
E01002321,Havering 021B,910,3240,4190.00 
E01002322,Havering 021C,794,2715,4114.00 
E01002323,Havering 021D,402,2628,3437.00 
E01002324,Havering 021E,129,1626,4230.00 
E01002255,Havering 022A,864,2774,4421.00 
E01002289,Havering 022B,456,2955,3222.00 
E01002292,Havering 022C,156,1454,3806.00 
E01002362,Havering 022D,846,3353,3752.00 
E01002386,Havering 022E,2467,3377,4370.00 
E01002287,Havering 023A,271,2171,2748.00 
E01002291,Havering 023B,883,2375,3513.00 
E01002364,Havering 023C,423,2956,2897.00 
E01002365,Havering 023D,174,1918,2782.00 
E01002366,Havering 023E,183,2365,3332.00 
E01002385,Havering 024A,1156,3734,4831.00 
E01002387,Havering 024B,1682,4162,4727.00 
E01002388,Havering 024C,2009,4205,3892.00 
E01002389,Havering 024D,1463,4037,4610.00 
E01002390,Havering 024E,1657,4323,3765.00 
E01002265,Havering 025A,260,2559,4310.00 
E01002285,Havering 025B,26,2638,4201.00 
E01002286,Havering 025C,382,3089,2911.00 
E01002288,Havering 025D,482,3387,3767.00 
E01002290,Havering 025E,395,2378,3303.00 
E01002260,Havering 026A,558,1829,4686.00 
E01002261,Havering 026B,376,1668,2474.00 
E01002262,Havering 026C,308,1528,2713.00 
E01002263,Havering 026D,658,2845,4601.00 
E01002264,Havering 026E,36,245,2400.00 
E01002266,Havering 027A,25,1406,3790.00 
E01002267,Havering 027B,44,823,2515.00 
E01002372,Havering 027C,40,1754,2666.00 
E01002373,Havering 027D,71,1577,3579.00 
E01002374,Havering 027E,39,1373,4640.00 
E01002368,Havering 028A,60,182,4716.00 
E01002369,Havering 028B,395,1354,4252.00 
E01002370,Havering 028C,254,708,4785.00 
E01002371,Havering 028D,123,1431,3330.00 
E01002375,Havering 028E,71,723,3137.00 
E01002343,Havering 029A,96,2420,4248.00 
E01002344,Havering 029B,194,1596,4833.00 
E01002348,Havering 029C,103,1839,4794.00 
E01002349,Havering 029D,40,2008,4409.00 
E01002342,Havering 030A,99,806,2123.00 
E01002345,Havering 030B,308,522,4158.00 
E01002346,Havering 030C,54,1188,2490.00 
E01002347,Havering 030D,99,1556,4198.00 
E01002473,Hillingdon 001A,3484,4479,4812.00 
E01002475,Hillingdon 001B,2508,3496,4551.00 
E01002476,Hillingdon 001C,3927,4540,4455.00 
E01002477,Hillingdon 001D,2768,4264,3606.00 
E01002482,Hillingdon 001E,3670,4469,4471.00 
E01002472,Hillingdon 002A,3261,3354,4348.00 
E01002474,Hillingdon 002B,2837,3704,4626.00 
E01002478,Hillingdon 002C,3403,3828,3888.00 
E01002483,Hillingdon 002D,2837,3146,3880.00 
E01002484,Hillingdon 002E,1768,2753,2883.00 
E01002485,Hillingdon 002F,2635,2466,3513.00 
E01002438,Hillingdon 003A,1166,3710,4810.00 
E01002439,Hillingdon 003B,1528,2081,4522.00 
E01002440,Hillingdon 003C,382,1787,4759.00 
E01002441,Hillingdon 003D,1081,1971,4825.00 
E01002442,Hillingdon 003E,465,1535,4769.00 
E01002433,Hillingdon 004A,2814,3192,4207.00 
E01002436,Hillingdon 004B,2099,3334,4199.00 
E01002479,Hillingdon 004C,2055,2851,4564.00 
E01002480,Hillingdon 004D,3178,4156,4463.00 
E01002481,Hillingdon 004E,1831,2566,3897.00 
E01002533,Hillingdon 005A,1012,2534,4720.00 
E01002534,Hillingdon 005B,1775,3653,4073.00 
E01002538,Hillingdon 005C,1622,2970,4662.00 
E01002539,Hillingdon 005D,1819,3573,3923.00 
E01002418,Hillingdon 006A,1648,3218,3270.00 
E01002419,Hillingdon 006B,2286,3630,3451.00 
E01002431,Hillingdon 006C,2623,4297,3312.00 
E01002432,Hillingdon 006D,2734,3788,3651.00 
E01002437,Hillingdon 006E,2467,4170,4133.00 
E01002430,Hillingdon 007A,2713,4336,4620.00 
E01002434,Hillingdon 007B,2034,4286,4592.00 
E01002435,Hillingdon 007C,2313,4330,3858.00 
E01002470,Hillingdon 007D,2260,3039,3978.00 
E01002535,Hillingdon 007E,3475,3859,4070.00 
E01002416,Hillingdon 008A,1226,3227,2471.00 
E01002417,Hillingdon 008B,2559,3730,3653.00 
E01002420,Hillingdon 008C,1648,3064,3435.00 
E01002421,Hillingdon 008D,1693,3311,3806.00 
E01002471,Hillingdon 008E,2430,3592,3152.00 
E01002465,Hillingdon 009A,1558,2616,3457.00 
E01002467,Hillingdon 009B,1243,3273,3904.00 
E01002494,Hillingdon 009C,1693,2168,4791.00 
E01002536,Hillingdon 009D,2078,3745,4001.00 
E01002537,Hillingdon 009E,2027,3879,4180.00 
E01002415,Hillingdon 010A,1419,3285,3195.00 
E01002466,Hillingdon 010B,1378,3362,2810.00 
E01002468,Hillingdon 010C,1550,3376,2318.00 
E01002469,Hillingdon 010D,1446,3355,2839.00 
E01002495,Hillingdon 010E,2910,3156,4181.00 
E01002458,Hillingdon 011A,1925,4273,4642.00 
E01002459,Hillingdon 011B,2381,4118,4300.00 
E01002460,Hillingdon 011C,2066,3752,3969.00 
E01002462,Hillingdon 011D,2197,4339,4090.00 
E01002464,Hillingdon 011E,1925,3631,4563.00 
E01002461,Hillingdon 013A,2419,4243,4786.00 
E01002463,Hillingdon 013B,2147,4083,4449.00 
E01002512,Hillingdon 013C,3225,4099,4700.00 
E01002513,Hillingdon 013D,1849,3731,4390.00 
E01002516,Hillingdon 013E,2440,4023,4415.00 
E01002450,Hillingdon 014A,423,2537,2611.00 
E01002451,Hillingdon 014B,1020,2921,2553.00 
E01002452,Hillingdon 014C,1382,3017,3777.00 
E01002453,Hillingdon 014D,1446,2191,3207.00 
E01002454,Hillingdon 014E,674,1419,4753.00 
E01002414,Hillingdon 015A,3178,2358,4622.00 
E01002514,Hillingdon 015C,3484,3024,3355.00 
E01002515,Hillingdon 015D,2167,2279,4456.00 
E01033725,Hillingdon 015F,3427,1898,4623.00 
E01002520,Hillingdon 016B,1515,1690,4290.00 
E01002521,Hillingdon 016C,2667,829,4354.00 
E01002523,Hillingdon 016D,2057,1793,1845.00 
E01033724,Hillingdon 016F,4827,1445,4575.00 
E01002410,Hillingdon 017A,1786,1976,4062.00 
E01002412,Hillingdon 017B,3811,2713,4526.00 
E01002456,Hillingdon 017C,594,1566,3588.00 
E01002509,Hillingdon 017D,1499,3468,4191.00 
E01002511,Hillingdon 017E,1012,1838,2978.00 
E01002422,Hillingdon 018A,276,1563,2266.00 
E01002423,Hillingdon 018B,839,2186,4498.00 
E01002424,Hillingdon 018C,762,1771,3908.00 
E01002425,Hillingdon 018D,658,764,3872.00 
E01002427,Hillingdon 018E,742,1714,2412.00 
E01002428,Hillingdon 018F,303,1935,4411.00 
E01002408,Hillingdon 019A,883,748,2381.00 
E01002409,Hillingdon 019B,833,971,2959.00 
E01002429,Hillingdon 019C,208,954,3911.00 
E01002455,Hillingdon 019D,1314,1629,3892.00 
E01002457,Hillingdon 019E,632,803,2775.00 
E01002392,Hillingdon 020A,156,299,4226.00 
E01002393,Hillingdon 020B,1008,647,3673.00 
E01002540,Hillingdon 020C,806,824,2763.00 
E01002542,Hillingdon 020D,1322,372,2019.00 
E01002543,Hillingdon 020E,794,514,3240.00 
E01002394,Hillingdon 021A,641,854,3427.00 
E01002395,Hillingdon 021B,566,1338,1943.00 
E01002397,Hillingdon 021C,864,344,2022.00 
E01002398,Hillingdon 021D,1206,1074,1765.00 
E01002399,Hillingdon 021E,962,1168,2011.00 
E01002426,Hillingdon 021F,806,990,2611.00 
E01002411,Hillingdon 022A,632,882,4257.00 
E01002413,Hillingdon 022B,355,643,3569.00 
E01002518,Hillingdon 022C,1106,2591,2816.00 
E01002519,Hillingdon 022D,1090,804,4464.00 
E01002550,Hillingdon 022E,1786,914,2989.00 
E01002554,Hillingdon 022F,3437,1130,4710.00 
E01002541,Hillingdon 023A,2467,2137,3966.00 
E01002544,Hillingdon 023B,2055,1908,4450.00 
E01002545,Hillingdon 023C,121,298,3339.00 
E01002546,Hillingdon 023D,995,1319,2240.00 
E01002547,Hillingdon 023E,1053,673,2054.00 
E01002400,Hillingdon 024A,772,1135,4439.00 
E01002401,Hillingdon 024B,923,623,3709.00 
E01002402,Hillingdon 024C,234,683,2358.00 
E01002403,Hillingdon 024D,632,505,2425.00 
E01002404,Hillingdon 024E,344,286,2495.00 
E01002548,Hillingdon 025A,194,418,4693.00 
E01002549,Hillingdon 025B,1331,1745,4441.00 
E01002551,Hillingdon 025C,910,874,3616.00 
E01002552,Hillingdon 025D,316,856,3118.00 
E01002553,Hillingdon 025E,344,716,2203.00 
E01002396,Hillingdon 026A,1053,768,3768.00 
E01002501,Hillingdon 026B,1340,1386,2731.00 
E01002502,Hillingdon 026C,194,678,2227.00 
E01002505,Hillingdon 026D,916,255,4524.00 
E01002508,Hillingdon 026E,618,180,3839.00 
E01002405,Hillingdon 027A,901,918,4654.00 
E01002406,Hillingdon 027B,1474,628,4720.00 
E01002503,Hillingdon 027C,901,462,2250.00 
E01002504,Hillingdon 027D,1362,1125,4171.00 
E01002506,Hillingdon 027E,1276,186,3354.00 
E01002507,Hillingdon 027F,995,1003,4681.00 
E01002486,Hillingdon 028A,1251,957,4663.00 
E01002487,Hillingdon 028B,1062,652,2281.00 
E01002526,Hillingdon 028C,923,798,3466.00 
E01002528,Hillingdon 028D,112,634,3820.00 
E01002532,Hillingdon 028E,2057,853,4419.00 
E01002445,Hillingdon 029A,163,288,2260.00 
E01002525,Hillingdon 029B,1515,2461,4296.00 
E01002529,Hillingdon 029C,2780,1623,3099.00 
E01002530,Hillingdon 029D,169,246,3187.00 
E01002531,Hillingdon 029E,1276,2263,3780.00 
E01002407,Hillingdon 030A,2368,441,4260.00 
E01002488,Hillingdon 030B,1106,1054,3503.00 
E01002489,Hillingdon 030C,1642,943,3198.00 
E01002490,Hillingdon 030D,1528,970,3735.00 
E01002492,Hillingdon 030E,618,951,3057.00 
E01002444,Hillingdon 031A,1550,1518,4835.00 
E01002446,Hillingdon 031B,730,1647,4767.00 
E01002447,Hillingdon 031C,1367,923,4763.00 
E01002527,Hillingdon 031D,1251,1181,4612.00 
E01002443,Hillingdon 032A,1693,1476,4788.00 
E01002448,Hillingdon 032B,1515,931,4529.00 
E01002449,Hillingdon 032C,1819,776,3962.00 
E01002491,Hillingdon 032D,538,471,2232.00 
E01002493,Hillingdon 032E,402,314,2016.00 
E01002496,Hillingdon 033A,1474,1903,4414.00 
E01002497,Hillingdon 033B,1622,1810,4493.00 
E01002498,Hillingdon 033C,1123,3139,4020.00 
E01002499,Hillingdon 033D,1499,2326,4780.00 
E01032577,Hillingdon 033E,1367,2824,3874.00 
E01002569,Hounslow 001A,4435,4478,2464.00 
E01002570,Hounslow 001B,4245,4257,1443.00 
E01002573,Hounslow 001C,4347,4637,2129.00 
E01002574,Hounslow 001D,4140,4453,1753.00 
E01002575,Hounslow 001E,4363,4585,2769.00 
E01002562,Hounslow 003A,1116,1692,4637.00 
E01002564,Hounslow 003B,2430,1507,2937.00 
E01002566,Hounslow 003C,3143,1262,4416.00 
E01002568,Hounslow 003D,3570,982,2350.00 
E01033081,Hounslow 003F,2623,2987,547.00 
E01033082,Hounslow 003G,2189,2588,2977.00 
E01002620,Hounslow 004A,2002,960,3524.00 
E01002625,Hounslow 004B,1693,1521,2297.00 
E01002626,Hounslow 004C,1981,1661,3823.00 
E01002627,Hounslow 004D,1419,747,1040.00 
E01002631,Hounslow 004E,1266,1374,2480.00 
E01002633,Hounslow 005A,443,125,4648.00 
E01002634,Hounslow 005B,243,59,2954.00 
E01002637,Hounslow 005C,533,179,4514.00 
E01002638,Hounslow 005D,526,581,4578.00 
E01002563,Hounslow 006A,2910,3357,4283.00 
E01002565,Hounslow 006B,4567,2865,4177.00 
E01002567,Hounslow 006C,3742,3522,2650.00 
E01002684,Hounslow 006D,4466,3061,4022.00 
E01002686,Hounslow 006E,800,870,4645.00 
E01002571,Hounslow 007A,3622,4648,2346.00 
E01002572,Hounslow 007B,1600,1504,4619.00 
E01002577,Hounslow 007C,4258,4421,3852.00 
E01002578,Hounslow 007D,3582,4553,4286.00 
E01002689,Hounslow 007E,3501,3966,1321.00 
E01002690,Hounslow 007F,3807,4640,2059.00 
E01002576,Hounslow 008A,3674,3587,2167.00 
E01002579,Hounslow 008B,4359,4461,4052.00 
E01002580,Hounslow 008C,3210,3516,915.00 
E01002581,Hounslow 008D,4585,4276,2134.00 
E01002582,Hounslow 008E,4079,4520,1906.00 
E01002675,Hounslow 009A,4486,3706,3492.00 
E01002678,Hounslow 009B,3891,3655,4809.00 
E01002679,Hounslow 009C,3434,3349,4212.00 
E01002680,Hounslow 009D,4082,3466,4069.00 
E01002619,Hounslow 010A,2623,1627,2917.00 
E01002622,Hounslow 010B,2265,1915,2455.00 
E01002632,Hounslow 010C,2480,1920,3896.00 
E01002635,Hounslow 010D,2381,1782,4340.00 
E01002636,Hounslow 010E,2173,1398,2530.00 
E01002618,Hounslow 011A,2410,2996,2819.00 
E01002621,Hounslow 011B,2231,1490,3343.00 
E01002623,Hounslow 011C,1966,1324,2374.00 
E01002628,Hounslow 011D,3136,2294,3847.00 
E01002629,Hounslow 011E,3441,1998,4347.00 
E01002630,Hounslow 012A,3176,2405,2883.00 
E01002639,Hounslow 012B,3210,2515,2243.00 
E01002640,Hounslow 012C,3876,2250,2719.00 
E01002674,Hounslow 012D,3688,3755,3356.00 
E01002676,Hounslow 012E,3790,4039,4636.00 
E01002583,Hounslow 013A,2027,1702,4050.00 
E01002584,Hounslow 013B,1567,1024,3681.00 
E01002585,Hounslow 013C,1141,650,2525.00 
E01002586,Hounslow 013D,1578,1417,4114.00 
E01002589,Hounslow 013E,1362,763,4646.00 
E01002668,Hounslow 014A,3976,3128,3783.00 
E01002669,Hounslow 014B,1382,934,3556.00 
E01002681,Hounslow 014C,2946,1789,3572.00 
E01002682,Hounslow 014D,3852,2528,4139.00 
E01002683,Hounslow 014E,4561,3446,3036.00 
E01002642,Hounslow 015A,3658,1969,3146.00 
E01002643,Hounslow 015B,3635,1825,3649.00 
E01002645,Hounslow 015C,3285,1391,3108.00 
E01002658,Hounslow 015D,2153,3871,1978.00 
E01002677,Hounslow 015E,2946,2913,2854.00 
E01002587,Hounslow 016A,2623,1009,2743.00 
E01002588,Hounslow 016B,203,58,1379.00 
E01002660,Hounslow 016C,2698,1562,3192.00 
E01002661,Hounslow 016D,2864,1541,3310.00 
E01002665,Hounslow 016E,1419,605,1314.00 
E01002624,Hounslow 017A,2147,1233,2707.00 
E01002646,Hounslow 017B,2391,572,1431.00 
E01002662,Hounslow 017C,3852,2394,2988.00 
E01002663,Hounslow 017D,2635,911,1945.00 
E01002664,Hounslow 017E,2780,1493,3127.00 
E01002641,Hounslow 018A,3210,1585,2422.00 
E01002648,Hounslow 018C,4221,1620,2839.00 
E01002649,Hounslow 018D,3122,1460,2435.00 
E01002657,Hounslow 018E,2979,3290,2858.00 
E01033083,Hounslow 018F,4435,3591,1240.00 
E01033084,Hounslow 018G,3337,1166,1228.00 
E01002653,Hounslow 019A,2323,2434,2607.00 
E01002654,Hounslow 019B,2260,2790,4112.00 
E01002655,Hounslow 019C,2814,3066,3065.00 
E01002656,Hounslow 019D,1276,3038,2473.00 
E01002659,Hounslow 019E,794,2303,3345.00 
E01002667,Hounslow 020A,2689,2983,3591.00 
E01002670,Hounslow 020B,2467,2494,4159.00 
E01002671,Hounslow 020C,2698,3145,2934.00 
E01002672,Hounslow 020D,1877,1114,3143.00 
E01002673,Hounslow 020E,265,47,55.00 
E01002647,Hounslow 021A,2652,1444,1966.00 
E01002650,Hounslow 021B,3367,1458,4757.00 
E01002651,Hounslow 021C,2807,1665,1162.00 
E01002652,Hounslow 021D,2344,1687,2262.00 
E01002666,Hounslow 021E,1842,1090,3066.00 
E01002555,Hounslow 022A,1668,1890,4530.00 
E01002556,Hounslow 022B,818,1740,2368.00 
E01002590,Hounslow 022C,1251,1617,3833.00 
E01002592,Hounslow 022D,1166,1064,4758.00 
E01002595,Hounslow 022E,794,1111,3213.00 
E01002557,Hounslow 023A,696,1312,3750.00 
E01002558,Hounslow 023B,786,1053,2882.00 
E01002559,Hounslow 023C,1849,1399,4784.00 
E01002560,Hounslow 023D,234,1011,3723.00 
E01002561,Hounslow 023E,27,464,2982.00 
E01002591,Hounslow 024A,290,1255,3666.00 
E01002593,Hounslow 024B,1831,1734,4163.00 
E01002594,Hounslow 024C,1682,1579,3180.00 
E01002611,Hounslow 024D,901,1842,4605.00 
E01002612,Hounslow 024E,973,1330,3714.00 
E01002613,Hounslow 024F,742,1649,2721.00 
E01002598,Hounslow 025B,495,749,2737.00 
E01002599,Hounslow 025C,316,1095,2112.00 
E01002600,Hounslow 025D,103,1032,1696.00 
E01002603,Hounslow 025E,1507,1751,2707.00 
E01033000,Hounslow 025F,584,431,322.00 
E01033030,Hounslow 025G,3912,2918,168.00 
E01002604,Hounslow 026A,194,351,3489.00 
E01002605,Hounslow 026B,742,792,3681.00 
E01002606,Hounslow 026C,60,210,2467.00 
E01002607,Hounslow 026D,1216,1422,3789.00 
E01002615,Hounslow 026E,276,409,4632.00 
E01002596,Hounslow 027A,1528,1522,4209.00 
E01002601,Hounslow 027B,947,1950,4749.00 
E01002602,Hounslow 027C,456,2676,2527.00 
E01002614,Hounslow 027D,1622,1942,4426.00 
E01002616,Hounslow 027E,174,1939,2776.00 
E01002608,Hounslow 028A,584,1094,3798.00 
E01002609,Hounslow 028B,1072,2225,2571.00 
E01002610,Hounslow 028C,169,1173,4742.00 
E01002617,Hounslow 028D,1237,3153,4177.00 
E01002687,Hounslow 029A,4573,4265,2011.00 
E01002691,Hounslow 029B,3570,3552,4298.00 
E01002692,Hounslow 029C,4225,3693,3664.00 
E01002693,Hounslow 029D,4208,3959,2444.00 
E01032573,Hounslow 029E,4496,4253,2828.00 
E01003006,Kingston upon Thames 001A,3236,4048,3631.00 
E01003007,Kingston upon Thames 001B,2698,4054,2405.00 
E01003008,Kingston upon Thames 001C,2860,4365,2377.00 
E01003009,Kingston upon Thames 001D,3845,3673,3516.00 
E01003010,Kingston upon Thames 001E,3576,4534,3506.00 
E01002952,Kingston upon Thames 002A,3582,4777,4734.00 
E01002953,Kingston upon Thames 002B,2883,4503,4697.00 
E01002955,Kingston upon Thames 002C,2147,3158,4270.00 
E01002956,Kingston upon Thames 002D,2451,4321,4469.00 
E01002959,Kingston upon Thames 002E,3570,4678,4117.00 
E01002935,Kingston upon Thames 003A,4258,3339,2165.00 
E01002938,Kingston upon Thames 003B,4326,4238,2910.00 
E01002951,Kingston upon Thames 003C,3753,4142,2714.00 
E01002954,Kingston upon Thames 003D,3111,2891,2816.00 
E01002957,Kingston upon Thames 003E,1805,1401,2792.00 
E01002933,Kingston upon Thames 004A,3570,2935,1783.00 
E01002934,Kingston upon Thames 004B,4191,4379,2470.00 
E01002937,Kingston upon Thames 004D,4019,4228,1533.00 
E01003011,Kingston upon Thames 004E,4240,4087,3051.00 
E01033568,Kingston upon Thames 004F,3768,3262,1148.00 
E01033569,Kingston upon Thames 004G,4071,3531,1829.00 
E01002964,Kingston upon Thames 005A,3823,2093,3594.00 
E01002969,Kingston upon Thames 005B,526,69,144.00 
E01002971,Kingston upon Thames 005C,3768,2811,3618.00 
E01002972,Kingston upon Thames 005D,3753,2374,1827.00 
E01002974,Kingston upon Thames 005E,3725,2875,2525.00 
E01002932,Kingston upon Thames 006A,1762,1516,2818.00 
E01002960,Kingston upon Thames 006B,3427,4036,3149.00 
E01002962,Kingston upon Thames 006C,1622,2359,2980.00 
E01002970,Kingston upon Thames 006D,1419,1446,3367.00 
E01002973,Kingston upon Thames 006E,604,1456,3471.00 
E01002929,Kingston upon Thames 007A,3744,4333,4433.00 
E01002930,Kingston upon Thames 007B,3108,2777,3177.00 
E01002931,Kingston upon Thames 007C,3711,3766,3545.00 
E01002963,Kingston upon Thames 007D,3611,2928,2176.00 
E01002985,Kingston upon Thames 007E,2401,2633,1929.00 
E01002927,Kingston upon Thames 008A,2344,2736,2681.00 
E01002928,Kingston upon Thames 008B,3045,2972,3082.00 
E01002958,Kingston upon Thames 008C,3344,3547,2147.00 
E01002961,Kingston upon Thames 008D,3903,4262,3754.00 
E01002986,Kingston upon Thames 008E,1819,2900,4146.00 
E01002965,Kingston upon Thames 009A,4531,2655,3813.00 
E01002967,Kingston upon Thames 009B,4680,3863,2322.00 
E01002968,Kingston upon Thames 009C,4791,2954,4381.00 
E01002990,Kingston upon Thames 009D,4521,3422,1862.00 
E01002991,Kingston upon Thames 009E,4041,3804,2780.00 
E01002922,Kingston upon Thames 010A,3957,3986,3614.00 
E01002926,Kingston upon Thames 010B,2792,3882,3388.00 
E01002966,Kingston upon Thames 010C,4091,3392,4285.00 
E01002992,Kingston upon Thames 010D,2286,3018,3693.00 
E01002921,Kingston upon Thames 011A,4123,2683,1929.00 
E01002987,Kingston upon Thames 011B,4026,2664,2571.00 
E01002988,Kingston upon Thames 011C,3484,3700,3356.00 
E01002989,Kingston upon Thames 011D,4717,4269,1566.00 
E01002975,Kingston upon Thames 012A,2066,3270,3452.00 
E01002977,Kingston upon Thames 012B,1226,2040,3480.00 
E01002980,Kingston upon Thames 012C,1682,3500,2823.00 
E01002981,Kingston upon Thames 012D,2419,3763,3950.00 
E01002984,Kingston upon Thames 012E,2559,3042,3219.00 
E01002923,Kingston upon Thames 013A,1457,828,886.00 
E01002925,Kingston upon Thames 013B,4186,3504,2832.00 
E01002993,Kingston upon Thames 013C,4251,3382,1813.00 
E01002995,Kingston upon Thames 013D,4005,4460,4072.00 
E01002999,Kingston upon Thames 013E,3475,2547,2207.00 
E01002915,Kingston upon Thames 014A,1293,3103,3416.00 
E01002916,Kingston upon Thames 014B,1957,3551,4151.00 
E01002917,Kingston upon Thames 014C,1849,3806,3263.00 
E01002920,Kingston upon Thames 014D,2921,3873,4218.00 
E01002924,Kingston upon Thames 014E,3460,4513,3671.00 
E01002976,Kingston upon Thames 015A,1786,3081,3287.00 
E01002978,Kingston upon Thames 015B,3169,3985,3881.00 
E01002979,Kingston upon Thames 015C,2570,3644,3754.00 
E01002982,Kingston upon Thames 015D,1813,3234,3105.00 
E01002983,Kingston upon Thames 015E,2910,4034,4478.00 
E01002994,Kingston upon Thames 016A,3725,4067,3623.00 
E01002996,Kingston upon Thames 016B,3185,3939,2410.00 
E01002997,Kingston upon Thames 016C,3496,4138,2864.00 
E01002998,Kingston upon Thames 016D,2365,2639,1416.00 
E01003002,Kingston upon Thames 016E,3034,2599,3519.00 
E01002918,Kingston upon Thames 017A,1175,2364,4143.00 
E01002919,Kingston upon Thames 017B,1632,2082,4555.00 
E01003000,Kingston upon Thames 017C,818,2223,4692.00 
E01003001,Kingston upon Thames 017D,2057,2727,3900.00 
E01003003,Kingston upon Thames 017E,1883,2486,2861.00 
E01002939,Kingston upon Thames 018A,962,2356,3136.00 
E01002941,Kingston upon Thames 018B,1141,2717,4451.00 
E01002942,Kingston upon Thames 018C,641,2912,2563.00 
E01003004,Kingston upon Thames 018D,1693,2751,3585.00 
E01003005,Kingston upon Thames 018E,864,2610,2819.00 
E01002944,Kingston upon Thames 019A,290,2542,3504.00 
E01002945,Kingston upon Thames 019B,995,2649,3016.00 
E01002946,Kingston upon Thames 019C,930,2854,4224.00 
E01002947,Kingston upon Thames 019D,916,2962,3441.00 
E01002940,Kingston upon Thames 020A,566,2231,2709.00 
E01002943,Kingston upon Thames 020B,208,2286,3577.00 
E01002948,Kingston upon Thames 020C,2298,2787,4821.00 
E01002949,Kingston upon Thames 020D,1966,2763,3470.00 
E01002950,Kingston upon Thames 020E,755,2004,4644.00 
E01003472,Merton 001A,3702,4612,410.00 
E01003473,Merton 001B,3639,4476,2449.00 
E01003474,Merton 001C,3951,4787,4435.00 
E01003475,Merton 001D,4779,2690,4528.00 
E01003478,Merton 001E,4056,4428,3733.00 
E01003460,Merton 002A,3971,4717,4807.00 
